,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"21,025,200","22,820,400","24,621,900","25,413,000"
2,Cost of Revenue,"10,239,200","12,199,600","14,417,200","15,623,800"
3,Gross Profit,"10,786,000","10,620,800","10,204,700","9,789,200"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"2,200,200","2,231,300","2,384,500","2,434,300"
7,Non Recurring,-,-,-,-
8,Others,"6,700","-2,800","-2,800","-2,800"
9,Total Operating Expenses,"12,446,100","14,428,100","16,801,700","18,058,100"
10,Operating Income or Loss,"8,579,100","8,392,300","7,820,200","7,354,900"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-763,000","181,200","-954,200","-799,200"
13,Earnings Before Interest and Taxes,"8,579,100","8,392,300","7,820,200","7,354,900"
14,Interest Expense,"-981,200","-921,300","-884,800","-638,300"
15,Income Before Tax,"7,816,100","8,573,500","6,866,000","6,555,700"
16,Income Tax Expense,"1,891,800","3,381,200","2,179,500","2,026,400"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"5,924,300","5,192,300","4,686,500","4,529,300"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"5,924,300","5,192,300","4,686,500","4,529,300"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"5,924,300","5,192,300","4,686,500","4,529,300"
