,0,1,2,3,4
0,Revenue,10/31/2018,10/31/2017,10/31/2016,10/31/2015
1,Total Revenue,"2,532,800","2,139,000","1,966,800","1,797,100"
2,Cost of Revenue,"851,200","761,700","789,300","664,500"
3,Gross Profit,"1,681,600","1,377,300","1,177,500","1,132,600"
4,Operating Expenses,,,,
5,Research Development,"84,800","69,200","65,400","65,000"
6,Selling General and Administrative,"964,600","785,300","710,900","661,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"2,047,300","1,684,600","1,626,400","1,442,000"
10,Operating Income or Loss,"485,500","454,400","340,400","355,100"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-153,600","-60,400","-44,800","-139,600"
13,Earnings Before Interest and Taxes,"485,500","454,400","340,400","355,100"
14,Interest Expense,"-82,700","-33,400","-26,200","-18,100"
15,Income Before Tax,"331,900","394,000","295,600","215,500"
16,Income Tax Expense,"192,000","21,100","20,700","10,400"
17,Minority Interest,200,100,100,"6,395"
18,Net Income From Continuing Ops,"139,900","372,900","274,900","205,100"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"139,900","372,900","273,900","203,500"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"139,900","372,900","273,900","203,500"
