,assoc,values
0,they buy,"stock traders bought 2,246 put options company ."
1,they sell,"related news chairman gregory q. brown sold 204,953 shares business stock transaction occurred friday september 14th ."
2,they sell,"shares sold average price 126.47 total value 25,920,405.91 ."
3,they sell,"also evp john p. molloy sold 152,871 shares business stock transaction occurred wednesday september 12th ."
4,they sell,"stock sold average price 125.92 total transaction 19,249,516.32 ."
5,they sell,"insiders sold total 649,479 shares company stock worth 82,082,428 last quarter ."
6,they buy,dimensional fund advisors lp increased stake motorola solutions 0.5 1st quarter .
7,they buy,cibc world markets inc. increased stake motorola solutions 152.4 1st quarter .
8,they buy,"summit trail advisors llc increased stake motorola solutions 3,656.8 1st quarter ."
9,they buy,allianz asset management gmbh increased stake motorola solutions 13.7 1st quarter .
10,they buy,finally brown advisory inc. increased stake motorola solutions 112.5 1st quarter .
11,they buy,jefferies financial group boosted target price shares motorola solutions 140.00 gave stock buy rating report monday july 23rd .
12,they buy,zacks investment research upgraded shares motorola solutions hold rating buy rating set 137.00 target price stock report tuesday july 24th .
13,they buy,northcoast research set 128.00 target price shares motorola solutions gave stock buy rating report monday august 6th .
14,they sell,finally jpmorgan chase co. downgraded shares motorola solutions neutral rating underweight rating report friday august 3rd .
15,they sell,one research analyst rated stock sell rating three issued hold rating ten given buy rating stock .
16,they buy,stock presently consensus rating buy consensus target price 131.85 .
17,they buy,fulgent genetics flgt release quarterly earnings tuesday dynex capital dx set announce earnings wednesday palo capital inc. bought new stake motorola solutions inc nyse msi 3rd quarter according recent filing securities exchange commission .
18,they buy,"fund bought 1,875 shares communications equipment provider stock valued approximately 244,000 ."
19,they sell,google_ad_client ca-pub-0703139142419429 google_ad_slot 5621244306 google_ad_width 336 google_ad_height 280 c number large investors also recently bought sold shares msi .
20,they buy,zacks investment research lowered shares motorola solutions buy rating hold rating report monday october 8th .
21,they buy,citigroup boosted target price shares motorola solutions 130.00 146.00 gave company buy rating report tuesday september 25th .
22,they buy,jefferies financial group boosted target price shares motorola solutions 140.00 145.00 gave company buy rating report tuesday august 28th .
23,they buy,finally argus boosted target price shares motorola solutions 140.00 gave company buy rating report tuesday august 7th .
24,they sell,one research analyst rated stock sell rating three issued hold rating ten assigned buy rating stock .
25,they buy,motorola solutions consensus rating buy average target price 131.85 .
26,they sell,"news evp john p. molloy sold 152,871 shares business stock transaction occurred wednesday september 12th ."
27,they sell,"shares sold average price 125.92 total value 19,249,516.32 ."
28,they sell,"also evp mark s. hacker sold 102,628 shares business stock transaction occurred friday september 7th ."
29,they sell,"shares sold average price 127.01 total transaction 13,034,782.28 ."
30,they sell,"insiders sold total 649,479 shares company stock worth 82,082,428 last three months ."
31,they sell,group sell-side analysts anticipate motorola solutions inc post 6.57 earnings per share current fiscal year .
32,they buy,two analysts rated stock hold rating three assigned buy rating company .
33,they buy,stock average rating buy consensus target price c 27.00 .
34,they sell,"news evp mark s. hacker sold 102,628 shares firm stock transaction dated friday september 7th ."
35,they sell,"stock sold average price 127.01 total transaction 13,034,782.28 ."
