,0,1,2,3,4
0,Revenue,9/30/2017,9/30/2016,9/30/2015,9/30/2014
1,Total Revenue,"14,091,000","12,157,400","10,824,000","8,024,900"
2,Cost of Revenue,"11,239,300","9,677,700","8,635,300","6,304,100"
3,Gross Profit,"2,851,700","2,479,700","2,188,700","1,720,800"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"1,220,400","1,100,300","1,003,000","826,900"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"12,459,700","10,778,000","9,638,300","7,131,000"
10,Operating Income or Loss,"1,631,300","1,379,400","1,185,700","893,900"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-29,200","-25,900","-62,300","-79,700"
13,Earnings Before Interest and Taxes,"1,631,300","1,379,400","1,185,700","893,900"
14,Interest Expense,-,-,-,-
15,Income Before Tax,"1,602,100","1,353,500","1,123,400","814,200"
16,Income Tax Expense,"563,700","467,200","372,700","280,700"
17,Minority Interest,500,500,"1,100","3,900"
18,Net Income From Continuing Ops,"1,038,400","886,300","750,700","533,500"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"1,038,400","886,300","750,700","533,500"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"1,038,400","886,300","750,700","533,500"
