,0,1
0,Market Cap (intraday) 5,14.15B
1,Enterprise Value 3,15.58B
2,Trailing P/E ,11.02
3,Forward P/E 1,8.19
4,PEG Ratio (5 yr expected) 1,0.39
5,Price/Sales (ttm),0.90
6,Price/Book (mrq),1.65
7,Enterprise Value/Revenue 3,0.99
8,Enterprise Value/EBITDA 6,7.76
,0,1
0,Fiscal Year Ends ,"Sep 30, 2017"
1,Most Recent Quarter (mrq),"Jun 30, 2018"
,0,1
0,Profit Margin ,8.32%
1,Operating Margin (ttm),12.38%
,0,1
0,Return on Assets (ttm),9.52%
1,Return on Equity (ttm),16.12%
,0,1
0,Revenue (ttm),15.72B
1,Revenue Per Share (ttm),41.79
2,Quarterly Revenue Growth (yoy),17.40%
3,Gross Profit (ttm),2.85B
4,EBITDA ,2.01B
5,Net Income Avi to Common (ttm),1.31B
6,Diluted EPS (ttm),3.41
7,Quarterly Earnings Growth (yoy),57.00%
,0,1
0,Total Cash (mrq),1.14B
1,Total Cash Per Share (mrq),3.01
2,Total Debt (mrq),3.09B
3,Total Debt/Equity (mrq),35.28
4,Current Ratio (mrq),7.51
5,Book Value Per Share (mrq),22.81
,0,1
0,Operating Cash Flow (ttm),927.3M
1,Levered Free Cash Flow (ttm),386.68M
,0,1
0,Beta (3Y Monthly) ,1.69
1,52-Week Change 3,-18.48%
2,S&P500 52-Week Change 3,6.61%
3,52 Week High 3,53.32
4,52 Week Low 3,34.37
5,50-Day Moving Average 3,38.81
6,200-Day Moving Average 3,41.98
,0,1
0,Avg Vol (3 month) 3,4.34M
1,Avg Vol (10 day) 3,5.35M
2,Shares Outstanding 5,376.4M
3,Float ,343.29M
4,% Held by Insiders 1,6.34%
5,% Held by Institutions 1,85.91%
6,"Shares Short (Oct 15, 2018) 4",10.44M
7,"Short Ratio (Oct 15, 2018) 4",2.38
8,"Short % of Float (Oct 15, 2018) 4",2.96%
9,"Short % of Shares Outstanding (Oct 15, 2018) 4",2.77%
10,"Shares Short (prior month Sep 14, 2018) 4",10.86M
,0,1
0,Forward Annual Dividend Rate 4,0.5
1,Forward Annual Dividend Yield 4,1.39%
2,Trailing Annual Dividend Rate 3,0.47
3,Trailing Annual Dividend Yield 3,1.27%
4,5 Year Average Dividend Yield 4,N/A
5,Payout Ratio 4,13.93%
6,Dividend Date 3,"Aug 22, 2018"
7,Ex-Dividend Date 4,"Aug 7, 2018"
8,Last Split Factor (new per old) 2,4/3
9,Last Split Date 3,"Mar 17, 2005"
