,assoc,values
0,they sell,drop might tempting investor sell point fact would prove short-sighted mistake sell-side analysts think almost 121.7 gain yet come shareholders .
1,they buy,turn street general positives still outweigh negatives see cimarex energy co. xec buy 2 analyst consensus rating .
2,they buy,current time stock 17 buy 8 hold ratings .
3,they buy,posted ron greene nov 4th 2018 comments cimarex energy co nyse xec given average rating buy twenty-seven research firms currently covering stock marketbeat.com reports .
4,they sell,one equities research analyst rated stock sell rating seven assigned hold rating nineteen issued buy rating company .
5,they buy,stifel nicolaus set 178.00 target price shares cimarex energy gave stock buy rating report thursday july 19th .
6,they buy,jefferies financial group set 118.00 target price shares cimarex energy gave stock buy rating report wednesday july 18th .
7,they buy,credit suisse group decreased price objective shares cimarex energy 116.00 112.00 set buy rating company report wednesday august 8th .
8,they buy,williams capital reissued buy rating set 134.00 price objective shares cimarex energy report wednesday august 8th .
9,they buy,finally klr group reissued buy rating set 117.00 price objective shares cimarex energy report monday august 20th .
10,they buy,"shares bought average price 84.05 per share total value 26,896.00 ."
11,they sell,dropped 51 investors sold cimarex energy co. shares 119 reduced holdings .
12,they buy,legal general plc invested 0.03 cimarex energy co. nyse xec .
13,they buy,"centre asset mgmt limited liability corporation invested 70,850 shares ."
14,they buy,"moreover oppenheimer asset mgmt 0.01 invested cimarex energy co. nyse xec 2,601 shares ."
15,they buy,nomura asset mgmt limited invested 0.02 portfolio cimarex energy co. nyse xec .
16,they buy,united automobile association invested 0.05 cimarex energy co. nyse xec .
17,they buy,"moreover tealwood asset mgmt inc 0.44 invested cimarex energy co. nyse xec 11,012 shares ."
18,they buy,"stoneridge invest prtnrs limited liability invested 11,560 shares ."
19,they buy,moreover riverhead management ltd liability corp 0.14 invested cimarex energy co. nyse xec .
20,they buy,earnest prns ltd liability com invested 0.21 cimarex energy co. nyse xec .
21,they buy,alps inc invested 0 cimarex energy co. nyse xec .
22,they buy,stock increased 3.31 2.67 last trading session reaching 83.41 .
23,they sell,among 13 analysts covering cimarex energy nyse xec 10 buy rating 0 sell 3 hold .
24,they buy,citigroup maintained stock buy rating friday june 15 report .
25,they buy,firm buy rating given thursday june 21 bank america .
26,they buy,morgan stanley maintained cimarex energy co. nyse xec friday october 12 overweight rating .
