,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"6,452,700","6,656,000","6,224,300","6,178,800"
2,Cost of Revenue,"3,131,400","3,355,500","3,183,400","3,172,900"
3,Gross Profit,"3,321,300","3,300,500","3,040,900","3,005,900"
4,Operating Expenses,,,,
5,Research Development,"414,300","406,000","384,800","377,700"
6,Selling General and Administrative,"1,728,600","1,520,600","1,388,000","1,334,200"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"5,274,300","5,282,100","4,956,200","4,884,800"
10,Operating Income or Loss,"1,178,400","1,373,900","1,268,100","1,294,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-100,000","-89,700","-71,100","-24,300"
13,Earnings Before Interest and Taxes,"1,178,400","1,373,900","1,268,100","1,294,000"
14,Interest Expense,"-97,000","-86,000","-49,000","-49,000"
15,Income Before Tax,"1,078,400","1,284,200","1,197,000","1,269,700"
16,Income Tax Expense,"160,100","239,700","324,700","405,900"
17,Minority Interest,"17,400","17,900","3,100","3,000"
18,Net Income From Continuing Ops,"918,300","1,044,500","872,300","863,800"
19,Non-recurring Events,,,,
20,Discontinued Operations,"1,995,500","1,995,500","1,995,500","1,995,500"
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"2,913,800","1,044,500","872,300","863,800"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"2,878,900","1,044,500","872,300","863,800"
