,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"44,541,000","42,622,000","40,142,000","40,990,000"
2,Cost of Revenue,"32,343,000","29,452,000","26,814,000","26,603,000"
3,Gross Profit,"12,198,000","13,170,000","13,328,000","14,387,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"1,520,000","1,477,000","1,323,000","1,394,000"
7,Non Recurring,-,-,-,-
8,Others,"5,088,000","4,910,000","4,634,000","4,374,000"
9,Total Operating Expenses,"40,790,000","37,541,000","34,296,000","33,735,000"
10,Operating Income or Loss,"3,751,000","5,081,000","5,846,000","7,255,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-1,867,000","-1,686,000","-1,694,000","-2,668,000"
13,Earnings Before Interest and Taxes,"3,751,000","5,081,000","5,846,000","7,255,000"
14,Interest Expense,"-1,056,000","-1,053,000","-991,000","-880,000"
15,Income Before Tax,"1,884,000","3,395,000","4,152,000","4,616,000"
16,Income Tax Expense,"472,000","2,113,000","1,568,000","-2,994,000"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"1,412,000","1,282,000","2,584,000","7,610,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"1,412,000","1,282,000","2,584,000","7,610,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"1,412,000","1,282,000","2,584,000","7,610,000"
