,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"41,802,000","40,534,000","39,302,000","38,581,000"
2,Cost of Revenue,"29,046,000","28,144,000","27,677,000","26,747,000"
3,Gross Profit,"12,756,000","12,390,000","11,625,000","11,834,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"4,854,000","5,191,000","4,937,000","5,006,000"
7,Non Recurring,-,-,-,-
8,Others,"57,000","82,000","201,000","201,000"
9,Total Operating Expenses,"33,957,000","33,417,000","32,815,000","31,753,000"
10,Operating Income or Loss,"7,845,000","7,117,000","6,487,000","6,828,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-358,000","-167,000","-35,000","-242,000"
13,Earnings Before Interest and Taxes,"7,845,000","7,117,000","6,487,000","6,828,000"
14,Interest Expense,"-367,000","-316,000","-338,000","-310,000"
15,Income Before Tax,"7,487,000","6,950,000","6,452,000","6,586,000"
16,Income Tax Expense,"659,000","5,362,000","1,603,000","1,739,000"
17,Minority Interest,"185,000","168,000","181,000","425,000"
18,Net Income From Continuing Ops,"6,828,000","1,588,000","4,849,000","4,847,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"6,765,000","1,545,000","4,812,000","4,768,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"6,765,000","1,545,000","4,812,000","4,768,000"
