,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"672,700","609,700","441,000","442,400"
2,Cost of Revenue,"139,700","105,300","90,500","72,900"
3,Gross Profit,"533,000","504,400","350,500","369,500"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"24,900","24,100","17,800","18,600"
7,Non Recurring,-,-,-,-
8,Others,-300,"-2,300","2,200","2,200"
9,Total Operating Expenses,"437,300","468,400","386,600","285,700"
10,Operating Income or Loss,"235,400","141,300","54,400","156,700"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,600,"26,600","-5,900",300
13,Earnings Before Interest and Taxes,"235,400","141,300","54,400","156,700"
14,Interest Expense,-900,"-1,400","-1,400",-300
15,Income Before Tax,"236,000","167,900","48,500","157,000"
16,Income Tax Expense,"41,300","45,700","23,900","50,300"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"194,700","122,200","24,600","106,700"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"194,700","122,200","24,600","106,700"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"194,700","122,200","24,600","106,700"
