,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"1,572,400","1,426,500","1,276,900","1,250,600"
2,Cost of Revenue,-,-,-,-
3,Gross Profit,"1,572,400","1,426,500","1,276,900","1,250,600"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"845,100","783,700","716,700","713,700"
7,Non Recurring,-,-,-,-
8,Others,"91,300","75,100","86,400","75,000"
9,Total Operating Expenses,"936,400","858,800","803,100","788,700"
10,Operating Income or Loss,"636,000","567,700","473,800","461,900"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-59,700","-100,600","-64,300","-71,400"
13,Earnings Before Interest and Taxes,-,-,-,-
14,Interest Expense,-,-,-,-
15,Income Before Tax,"576,300","467,100","409,500","390,500"
16,Income Tax Expense,"108,200","129,900","128,500","130,400"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"468,100","337,200","281,000","260,100"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"468,100","337,200","281,000","260,100"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"454,000","322,600","278,300","259,000"
