,assoc,values
0,they sell,morgan stanley nyse ms major shareholder stanley morgan sold 327 shares stock transaction wednesday september 19th .
1,they sell,"shares sold average price 23,000.00 total transaction 7,521,000.00 ."
2,they buy,transaction disclosed legal filing securities exchange commission accessed sec website .
3,they buy,major shareholders least 10 company shares required disclose transactions sec .
4,they buy,shares ms stock traded 0.06 mid-day trading friday hitting 43.43 .
5,they buy,"stock trading volume 16,048,103 shares compared average volume 9,543,617. morgan stanley fifty-two week low 42.88 fifty-two week high 59.38 ."
6,they buy,stock market capitalization 81.25 billion pe ratio 12.06 price-to-earnings-growth ratio 0.83 beta 1.42. company debt-to-equity ratio 2.67 quick ratio 0.83 current ratio 0.83 .
7,they buy,morgan stanley nyse ms last released earnings results wednesday july 18th .
8,they buy,financial services provider reported 1.30 eps quarter topping thomson reuters consensus estimate 1.11 0.19 .
9,they buy,morgan stanley net margin 15.84 return equity 12.04 .
10,they buy,company revenue 10.61 billion quarter compared analysts expectations 10.05 billion .
11,they buy,quarter last year business earned 0.87 eps .
12,they buy,business revenue 11.6 year-over-year basis .
13,they sell,equities analysts forecast morgan stanley post 4.8 earnings per share current fiscal year .
14,they buy,several hedge funds recently added reduced stakes ms. pittenger anderson inc. lifted stake shares morgan stanley 3.7 third quarter .
15,they buy,"pittenger anderson inc. owns 98,685 shares financial services provider stock valued 4,596,000 purchasing additional 3,500 shares period ."
16,they buy,rathbone brothers plc lifted stake shares morgan stanley 3.3 third quarter .
17,they buy,"rathbone brothers plc owns 160,258 shares financial services provider stock valued 7,463,000 purchasing additional 5,055 shares period ."
18,they buy,"kames capital plc acquired new stake shares morgan stanley third quarter valued 468,000 ."
19,they buy,gradient investments llc lifted stake shares morgan stanley 7.4 third quarter .
20,they buy,"gradient investments llc owns 187,030 shares financial services provider stock valued 8,710,000 purchasing additional 12,905 shares period ."
21,they buy,finally baxter bros inc. lifted stake shares morgan stanley 9.8 third quarter .
22,they buy,"baxter bros inc. owns 48,541 shares financial services provider stock valued 2,261,000 purchasing additional 4,331 shares period ."
23,they buy,institutional investors 84.44 company stock .
24,they buy,ms topic number recent analyst reports .
25,they buy,jpmorgan chase co. reaffirmed buy rating issued 62.00 target price shares morgan stanley research report monday september 10th .
26,they sell,zacks investment research downgraded shares morgan stanley hold rating sell rating research report friday september 21st .
27,they buy,wolfe research assumed coverage shares morgan stanley research report tuesday september 25th .
28,they buy,issued outperform rating stock .
29,they buy,hsbc downgraded shares morgan stanley buy rating hold rating set 54.00 price objective stock .
30,they buy,research report tuesday october 2nd .
31,they sell,finally valuengine downgraded shares morgan stanley hold rating sell rating research report thursday august 2nd .
32,they sell,two research analysts rated stock sell rating nine issued hold rating ten assigned buy rating one issued strong buy rating stock .
33,they buy,stock currently consensus rating hold average target price 59.22 .
34,they buy,morgan stanley company profile morgan stanley financial holding company provides various financial products services corporations governments financial institutions individuals americas europe middle east africa asia .
35,they buy,company operates three segments institutional securities wealth management investment management .
36,they buy,"keyword morgan stanley nyse ms ms finance,61744644 insider trading insider trades stocksratings:4,20 nyse msrefreshed3 receive news ratings morgan stanley daily enter email address receive concise daily summary latest news analysts ratings morgan stanley related companies marketbeat.com free daily email newsletter ."
37,they buy,cineplex inc cgx receives c 34.94 average price target brokerages morgan stanley nyse ms equities research analysts oppenheimer cut q3 2018 eps estimates morgan stanley research report issued clients investors tuesday september 18th zacks investment research reports .
38,they buy,oppenheimer analyst c. kotowski forecasts financial services provider post earnings 1.04 per share quarter prior estimate 1.11 .
39,they buy,oppenheimer also issued estimates morgan stanley fy2018 earnings 4.78 eps fy2019 earnings 5.04 eps .
40,they buy,several equities analysts also recently issued reports ms. cfra reissued buy rating issued 65.00 price objective shares morgan stanley report thursday june 21st .
41,they buy,zacks investment research cut morgan stanley buy rating hold rating report thursday june 21st .
42,they buy,sandler neill reissued hold rating issued 51.00 price objective shares morgan stanley report friday july 13th .
43,they sell,valuengine cut morgan stanley hold rating sell rating report monday july 2nd .
44,they buy,finally citigroup cut price target morgan stanley 58.00 56.00 set neutral rating company research note friday july 20th .
45,they sell,two analysts rated stock sell rating nine assigned hold rating ten assigned buy rating one assigned strong buy rating company stock .
