,assoc,values
0,they buy,apriem advisors decreased stake micron technology mu 95.11 based latest 2018q2 regulatory filing sec .
1,they sell,"apriem advisors sold 14,775 shares company stock declined 30.49 stock markets rallied ."
2,they buy,"institutional investor held 760 shares technology company end 2018q2 valued 40,000 15,535 end previous reported quarter ."
3,they sell,apriem advisors investing micron technology number months seems less bullish one 48.41 billion market cap company .
4,they buy,stock decreased 4.27 1.86 last trading session reaching 41.74 .
5,they buy,64.19 million shares traded 70.03 average .
6,they buy,micron technology inc. nasdaq mu risen 21.73 since september 13 2017 uptrending .
7,they buy,outperformed 6.11 p500 .
8,they buy,historical mu news 15/05/2018 appaloosa adds lam research exits apple buys micron 13f 14/05/2018 coatue buys new 1.2 position micron 15/05/2018 micron solutions inc qtrly shr loss 0.06 20/03/2018 tech today micron blowout defending facebook dumping oracle barron blog 21/05/2018 micron intel extend leadership 3d nand flash memory 21/03/2018 micron technology inc mu.o bmo raises target price 63 43 21/05/2018 micron technology mu 2018 analyst investor event transcript 30/03/2018 table-micron machinery co ltd 6159.t 6-month group forecast 06/03/2018 tech today broadcom rising another netflix target hike bully micron barron blog 30/05/2018 memory-chip market fears flip micron 6 trading day investors sentiment increased 1.28 q2 2018.
9,they buy,0.01 1.27 2018q1 .
10,they sell,positive 39 investors sold maa shares 121 reduced holdings .
11,they buy,64 funds opened positions 141 raised stakes .
12,they buy,104.01 million shares 0.95 less 105.01 million shares 2018q1 reported .
13,they buy,moreover tower cap lc trc 0.1 invested mid-america apartment communities inc. nyse maa .
14,they buy,private advisor group lc invested 0.01 portfolio mid-america apartment communities inc. nyse maa .
15,they buy,state alaska department revenue reported 0.13 stake .
16,they buy,architects reported 10 shares .
17,they buy,"paradigm cap mgmt new york stated 53,090 shares ."
18,they buy,arizona state retirement system invested 0.05 portfolio mid-america apartment communities inc. nyse maa .
19,they buy,"horizon investments llc holds 0.02 5,312 shares ."
20,they buy,"chevy chase tru hldgs incorporated reported 96,775 shares 0.04 holdings ."
21,they buy,"shell asset mgmt communications stated 15,754 shares 0.03 holdings ."
22,they buy,ftb advisors reported 649 shares .
23,they buy,"btc capital mngmt inc accumulated 0.17 7,200 shares ."
24,they buy,"state teachers retirement stated 221,266 shares 0.05 holdings ."
25,they buy,moreover blackrock inc 0.05 invested mid-america apartment communities inc. nyse maa .
26,they buy,franklin resource inc stated 0 mid-america apartment communities inc. nyse maa .
27,they buy,bb secs ltd liability company reported 0 stake .
28,they buy,"veritable lp manages 12.94b 4.75b us long portfolio decreased stake vanguard tax managed intl fd vea 28,491 shares 487,732 shares valued 20.92m 2018q2 according filing ."
29,they buy,"also reduced holding exxon mobil corp nyse xom 7,454 shares quarter leaving 401,651 shares cut stake microsoft corp nasdaq msft ."
30,they buy,analysts await micron technology inc. nasdaq mu report earnings september 20 close .
31,they sell,expect 3.26 earnings per share 63.82 1.27 last year 1.99 per share .
32,they buy,mu profit 3.78b 3.20 p/e 3.26 eps becomes reality .
33,they sell,3.12 actual earnings per share reported micron technology inc. previous quarter wall street forecasts 4.49 eps growth .
34,they buy,notable recent micron technology inc. nasdaq mu news published seekingalpha.com released micron absurd september 06 2018 also nasdaq.com article noteworthy wednesday option activity mu uaa published august 29 2018 seekingalpha.com published micron manassas matters september 05 2018. interesting news micron technology inc. nasdaq mu released seekingalpha.com article micron commodity investment published september 12 2018 well seekingalpha.com news article titled bull bear markets within p 500 cramer mad money 9/12/18 publication date september 13 2018 .
35,they buy,investors sentiment increased 1.4 q2 2018.
36,they buy,0.27 1.13 2018q1 .
37,they sell,improved 59 investors sold mu shares 236 reduced holdings .
38,they buy,111 funds opened positions 302 raised stakes .
39,they buy,792.40 million shares 6.41 less 846.69 million shares 2018q1 reported .
40,they buy,blair william il invested 0.08 micron technology inc. nasdaq mu .
41,they buy,greenleaf tru invested 0.02 portfolio micron technology inc. nasdaq mu .
42,they buy,moreover csat inv advisory ltd partnership 0 invested micron technology inc. nasdaq mu .
43,they buy,"natixis advsr lp holds 64,141 shares ."
44,they buy,advsr asset management owns 714 shares 0.01 us portfolio .
45,they buy,ubs asset americas 8.30m shares 0 portfolio .
46,they buy,monroe commercial bank trust mi michigan-based fund reported 300 shares .
47,they buy,"glenmede trust communication na stated 97,327 shares ."
48,they buy,"140,540 held icon advisers inc com ."
49,they buy,british columbia invest invested 0.23 portfolio micron technology inc. nasdaq mu .
50,they buy,"1832 asset management limited partnership reported 31,942 shares ."
51,they buy,hanson mcclain holds 880 shares 0 portfolio .
52,they buy,"nine masts capital limited 6,257 shares ."
53,they buy,moreover apriem advisors 0.01 invested micron technology inc. nasdaq mu .
54,they buy,"gofen glossberg ltd co il holds 0.02 8,175 shares portfolio ."
55,they buy,"apriem advisors manages 424.33m 445.13 million us long portfolio upped stake berkshire hathaway brkb 3,020 shares 11,310 shares valued 2.11 million 2018q2 according filing ."
56,they buy,"also increased holding schwab us dividend schd 20,455 shares quarter total 34,670 shares risen stake cisco systems inc nasdaq csco ."
57,they sell,among 45 analysts covering micron technology inc. nasdaq mu 34 buy rating 0 sell 11 hold .
58,they buy,therefore 76 positive .
59,they buy,micron technology inc. 265 analyst reports since july 29 2015 according sratingsintel .
60,they buy,stifel nicolaus maintained stock buy rating friday march 23 report .
61,they buy,susquehanna maintained micron technology inc. nasdaq mu rating monday june 18. susquehanna buy rating 8000 target .
62,they buy,thursday october 12 stock rating maintained mizuho buy .
63,they buy,stock buy rating mizuho monday august 22. company maintained monday april 16 keybanc capital markets .
64,they buy,nomura maintained micron technology inc. nasdaq mu rating wednesday september 21. nomura buy rating 23 target .
65,they buy,firm buy rating given monday june 26 cowen co. company maintained wednesday december 20 cowen co. rating maintained stifel nicolaus buy thursday june 21. keybanc capital markets maintained micron technology inc. nasdaq mu thursday march 8 overweight rating .
66,they buy,receive news ratings via email enter email address receive concise daily summary latest news analysts ratings free daily email newsletter .
67,they buy,todd asset management llc purchased new stake micron technology inc. nasdaq mu second quarter according recent form 13f filing securities exchange commission .
68,they buy,"institutional investor purchased 282,457 shares semiconductor manufacturer stock valued approximately 14,812,000 ."
69,they buy,number hedge funds institutional investors also recently added reduced stakes mu .
70,they buy,amundi pioneer asset management inc. grew stake micron technology 47.5 1st quarter .
71,they buy,"amundi pioneer asset management inc. owns 6,078,300 shares semiconductor manufacturer stock valued 316,921,000 purchasing additional 1,958,119 shares period ."
72,they buy,parnassus investments ca grew stake micron technology 40.0 2nd quarter .
73,they buy,"parnassus investments ca owns 4,900,000 shares semiconductor manufacturer stock valued 256,956,000 purchasing additional 1,400,000 shares period ."
74,they buy,cibc world markets inc. grew stake micron technology 234.9 1st quarter .
75,they buy,"cibc world markets inc. owns 1,743,648 shares semiconductor manufacturer stock valued 90,914,000 purchasing additional 1,223,063 shares period ."
76,they buy,"jericho capital asset management l.p. bought new position micron technology 1st quarter valued 48,557,000 ."
77,they buy,finally global thematic partners llc grew stake micron technology 178.5 2nd quarter .
78,they buy,"global thematic partners llc owns 1,273,854 shares semiconductor manufacturer stock valued 66,802,000 purchasing additional 816,374 shares period ."
79,they buy,74.04 stock owned institutional investors hedge funds .
80,they buy,number research analysts issued reports company .
81,they sell,valuengine downgraded micron technology hold rating sell rating research note wednesday .
82,they buy,goldman sachs group downgraded micron technology buy rating neutral rating cut price target stock 68.00 50.00 research note wednesday .
83,they buy,royal bank canada cut price target micron technology 83.00 70.00 set outperform rating company research note tuesday .
84,they buy,robert w. baird cut price target micron technology 100.00 75.00 set outperform rating company research note friday september 7th .
85,they buy,finally deutsche bank reiterated buy rating set 80.00 price target shares micron technology research note thursday september 6th .
86,they buy,noted move valuation call .
87,they sell,one research analyst rated stock sell rating nine given hold rating twenty-two given buy rating two issued strong buy rating company stock .
88,they buy,stock average rating buy consensus target price 70.33 .
89,they sell,"related news svp steven l. thorsen jr. sold 40,000 shares firm stock transaction occurred friday july 20th ."
90,they sell,"stock sold average price 55.09 total transaction 2,203,600.00 ."
91,they buy,"following transaction senior vice president directly owns 126,990 shares company valued approximately 6,995,879.10 ."
92,they buy,transaction disclosed filing sec available hyperlink .
93,they sell,"also director robert e. switz sold 75,000 shares firm stock transaction occurred monday july 2nd ."
94,they sell,"stock sold average price 53.34 total value 4,000,500.00 ."
95,they buy,"following transaction director owns 120,257 shares company valued 6,414,508.38 ."
96,they buy,disclosure sale found .
97,they sell,"last 90 days insiders sold 140,000 shares company stock worth 7,604,100 ."
98,they buy,0.53 stock owned corporate insiders .
99,they buy,shares nasdaq mu traded 1.86 trading hours wednesday reaching 41.74 .
100,they buy,"66,819,900 shares stock traded hands compared average volume 46,972,723. stock market cap 52.03 billion price-to-earnings ratio 9.46 p/e/g ratio 0.52 beta 1.63. company current ratio 2.63 quick ratio 2.06 debt-to-equity ratio 0.20. micron technology inc. 52-week low 34.02 52-week high 64.66 ."
101,they buy,micron technology nasdaq mu last announced quarterly earnings data wednesday june 20th .
102,they buy,semiconductor manufacturer reported 3.15 earnings per share quarter beating zacks consensus estimate 3.13 0.02 .
103,they buy,company revenue 7.80 billion quarter compared analysts expectations 7.76 billion .
104,they buy,micron technology return equity 51.12 net margin 43.35 .
105,they buy,micron technology revenue quarter 40.1 compared quarter last year .
106,they buy,period last year firm posted 1.62 eps .
107,they buy,analysts forecast micron technology inc. post 11.56 eps current fiscal year .
108,they buy,micron technology announced board directors authorized share buyback program monday may 21st allows company repurchase 10.00 billion outstanding shares .
109,they buy,repurchase authorization allows semiconductor manufacturer repurchase 16.2 stock open market purchases .
110,they buy,stock repurchase programs generally indication company board believes shares undervalued .
111,they buy,micron technology micron technology inc provides semiconductor systems worldwide .
112,they buy,company operates four segments compute networking business unit storage business unit mobile business unit embedded business unit .
113,they buy,offers ddr3 ddr4 dram products computers servers networking devices communications equipment consumer electronics automotive industrial applications lower power dram products smartphones tablets automotive laptop computers mobile consumer device applications ddr2 dram ddr dram gddr5 gddr5x dram sdram rldram products networking devices servers consumer electronics communications equipment computer peripherals automotive industrial applications well computer memory upgrades hybrid memory cube semiconductor memory devices .
114,they buy,"featured story closed-end mutual funds pay dividends viewcount type=f id=3904412 keyword micron technology nasdaq mu mu computer technology,59511210 sec filings,13f hedge fund holdings institutional investor holdingsratings:4,30 nasdaq murefreshed3 receive news ratings micron technology daily enter email address receive concise daily summary latest news analysts ratings micron technology related companies marketbeat.com free daily email newsletter ."
115,they buy,"lsv asset management purchases 97,545 shares sally beauty holdings inc. sbh wyndham hotels resorts inc wh receives 70.80 consensus price target brokerages lsv asset management raised position shares micron technology inc. nasdaq mu 42.8 2nd quarter according recent disclosure securities exchange commission sec ."
116,they buy,"institutional investor owned 1,057,060 shares semiconductor manufacturer stock purchasing additional 316,874 shares quarter ."
117,they buy,"lsv asset management owned 0.09 micron technology worth 55,432,000 recent sec filing ."
118,they buy,large investors also recently modified holdings company .
119,they buy,state treasurer state michigan increased position micron technology 0.9 second quarter .
120,they buy,"state treasurer state michigan owns 343,344 shares semiconductor manufacturer stock valued 18,005,000 acquiring additional 2,900 shares last quarter ."
121,they buy,usca ria llc increased position micron technology 16.8 second quarter .
122,they buy,"usca ria llc owns 18,980 shares semiconductor manufacturer stock valued 995,000 acquiring additional 2,730 shares last quarter ."
123,they buy,advisors preferred llc increased position micron technology 95.3 second quarter .
124,they buy,"advisors preferred llc owns 3,252 shares semiconductor manufacturer stock valued 171,000 acquiring additional 1,587 shares last quarter ."
125,they buy,greenleaf trust increased position micron technology 22.5 second quarter .
126,they buy,"greenleaf trust owns 18,500 shares semiconductor manufacturer stock valued 970,000 acquiring additional 3,395 shares last quarter ."
127,they buy,"finally brick kyle associates increased position micron technology 1,049.5 second quarter ."
128,they buy,"brick kyle associates owns 48,280 shares semiconductor manufacturer stock valued 2,532,000 acquiring additional 44,080 shares last quarter ."
