,0,1,2,3,4
0,Revenue,6/30/2018,6/30/2017,6/30/2016,6/30/2015
1,Total Revenue,"66,832,000","65,058,000","65,299,000","70,749,000"
2,Cost of Revenue,"33,449,000","31,942,000","32,909,000","37,056,000"
3,Gross Profit,"33,383,000","33,116,000","32,390,000","33,693,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"18,602,000","18,431,000","18,936,000","20,616,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"52,051,000","50,373,000","51,845,000","57,672,000"
10,Operating Income or Loss,"14,781,000","14,685,000","13,454,000","13,077,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-1,455,000","-1,428,000","-85,000","-2,065,000"
13,Earnings Before Interest and Taxes,"14,781,000","14,685,000","13,454,000","13,077,000"
14,Interest Expense,"-506,000","-465,000","-579,000","-626,000"
15,Income Before Tax,"13,326,000","13,257,000","13,369,000","11,012,000"
16,Income Tax Expense,"3,465,000","3,063,000","3,342,000","2,725,000"
17,Minority Interest,"590,000","594,000","642,000","631,000"
18,Net Income From Continuing Ops,"9,861,000","10,194,000","10,027,000","8,287,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,"5,217,000","577,000","-1,143,000"
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"9,750,000","15,326,000","10,508,000","7,036,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"9,485,000","15,079,000","10,253,000","6,777,000"
