,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"7,791,069","7,515,426","7,440,181","7,386,626"
2,Cost of Revenue,"4,215,744","4,065,760","4,224,184","3,987,842"
3,Gross Profit,"3,575,325","3,449,666","3,215,997","3,398,784"
4,Operating Expenses,,,,
5,Research Development,-,"45,850","47,268","49,281"
6,Selling General and Administrative,"1,874,829","1,855,290","1,845,233","1,889,068"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"6,090,573","5,966,900","6,116,685","5,926,191"
10,Operating Income or Loss,"1,700,496","1,548,526","1,323,496","1,460,435"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-290,435","-437,858","-224,015","-558,588"
13,Earnings Before Interest and Taxes,"1,700,496","1,548,526","1,323,496","1,460,435"
14,Interest Expense,"-138,837","-100,066","-91,948","-109,309"
15,Income Before Tax,"1,410,061","1,110,668","1,099,481","901,847"
16,Income Tax Expense,"239,010","354,131","379,437","388,896"
17,Minority Interest,-,"16,227","41,831","49,465"
18,Net Income From Continuing Ops,"1,171,051","756,537","720,044","512,951"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"1,177,562","782,981","720,044","512,951"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"1,177,562","782,981","720,044","512,951"
