,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"2,534,000","2,090,000","1,780,000","1,668,000"
2,Cost of Revenue,"245,000","192,000","185,000","165,000"
3,Gross Profit,"2,289,000","1,898,000","1,595,000","1,503,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"958,000","852,000","822,000","802,000"
7,Non Recurring,-,-,-,-
8,Others,"78,000","71,000","82,000","70,000"
9,Total Operating Expenses,"1,399,000","1,217,000","1,190,000","1,137,000"
10,Operating Income or Loss,"1,135,000","873,000","590,000","531,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-71,000","-35,000","-499,000","-79,000"
13,Earnings Before Interest and Taxes,-,-,-,-
14,Interest Expense,-,-,-,-
15,Income Before Tax,"1,064,000","838,000","91,000","452,000"
16,Income Tax Expense,"450,000","286,000","-177,000","159,000"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"614,000","552,000","268,000","293,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"614,000","552,000","268,000","293,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"589,000","552,000","268,000","293,000"
