,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"101,127,000","94,005,000","93,496,000","96,114,000"
2,Cost of Revenue,"81,490,000","76,612,000","79,026,000","82,088,000"
3,Gross Profit,"19,637,000","17,393,000","14,470,000","14,026,000"
4,Operating Expenses,,,,
5,Research Development,"3,269,000","3,179,000","3,391,000","3,331,000"
6,Selling General and Administrative,"4,525,000","4,101,000","4,091,000","3,525,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"89,284,000","83,892,000","86,508,000","88,944,000"
10,Operating Income or Loss,"11,843,000","10,113,000","6,988,000","7,170,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-146,000","-6,000","-1,205,000","-15,000"
13,Earnings Before Interest and Taxes,"11,843,000","10,113,000","6,988,000","7,170,000"
14,Interest Expense,"-475,000","-360,000","-306,000","-275,000"
15,Income Before Tax,"11,604,000","10,107,000","5,783,000","7,155,000"
16,Income Tax Expense,"1,144,000","1,649,000","749,000","1,979,000"
17,Minority Interest,"71,000","57,000","60,000","62,000"
18,Net Income From Continuing Ops,"10,460,000","8,458,000","5,034,000","5,176,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"10,460,000","8,458,000","5,034,000","5,176,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"10,460,000","8,458,000","5,034,000","5,176,000"
