,assoc,values
0,they buy,bidaskclub cut shares patterson companies nasdaq pdco strong-buy rating buy rating research note issued investors saturday may 18th bidaskclub reports .
1,they sell,valuengine cut shares patterson companies hold rating sell rating report friday february 8th .
2,they sell,zacks investment research lowered shares patterson companies hold rating sell rating research note wednesday february 6th .
3,they sell,seven equities research analysts rated stock sell rating five given hold rating one given buy rating stock .
4,they sell,sell-side analysts predict patterson companies post 1.43 eps current fiscal year .
5,they sell,"patterson companies keyword patterson companies nasdaq pdco pdco medical,70339510 downgrade bidaskclubratings:2,10 nasdaq pdcorefreshed2 receive news ratings patterson companies daily enter email address receive concise daily summary latest news analysts ratings patterson companies related companies marketbeat.com free daily email newsletter ."
6,they sell,proqr therapeutics nasdaq prqr upgraded sell bidaskclub brokerages expect patterson companies inc. nasdaq pdco announce 1.43 billion sales current fiscal quarter according zacks .
7,they sell,"see also outstanding shares buying selling stocksviewcount type=c secondary=1 id=620051keyword patterson companies nasdaq pdco pdco medical,70339510 ratings consensusratings:2,10 nasdaq pdco get free copy zacks research report patterson companies pdco information research offerings zacks investment research visit zacks.com 3 analysts 17 wall street brokerage firms rate patterson companies inc. nasdaq pdco buy 4 see sell ."
8,they buy,getting trading period increased 200 days stock price seen 95.09 average .
9,they sell,3 analysts 17 wall street brokerage firms rate patterson companies inc. nasdaq pdco buy 4 see sell .
10,they buy,getting trading period increased 200 days stock price seen 23.42 average .
11,they sell,objective using rsi help trader identify sold overbought price areas .
12,they buy,security reading 70 100 security supposed heavily bought ready downward correction .
13,they buy,bidaskclub cut shares patterson companies nasdaq pdco strong-buy rating buy rating research note published saturday may 18th bidaskclub reports .
14,they sell,zacks investment research cut shares patterson companies hold rating sell rating report wednesday february 6th .
15,they sell,valuengine raised shares patterson companies sell rating hold rating report friday march 1st .
16,they sell,six research analysts rated stock sell rating six given hold rating one issued buy rating company stock .
17,they buy,"norges bank bought new stake patterson companies fourth quarter valued approximately 17,939,000 ."
18,they sell,"keyword patterson companies nasdaq pdco pdco medical,70339510 downgrade bidaskclubratings:2,10 nasdaq pdcorefreshed1 receive news ratings patterson companies daily enter email address receive concise daily summary latest news analysts ratings patterson companies related companies marketbeat.com free daily email newsletter ."
19,they sell,raven industries ravn downgraded bidaskclub sell
