,0,1,2,3,4
0,Revenue,2/3/2018,1/28/2017,1/30/2016,1/31/2015
1,Total Revenue,"122,662,000","115,337,000","109,830,000","108,465,000"
2,Cost of Revenue,"95,662,000","89,502,000","85,496,000","84,864,000"
3,Gross Profit,"27,000,000","25,835,000","24,334,000","23,601,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"22,114,000","20,033,000","18,623,000","18,479,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"120,212,000","111,875,000","106,208,000","105,291,000"
10,Operating Income or Loss,"2,450,000","3,462,000","3,622,000","3,174,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-966,000","-548,000","-528,000","-525,000"
13,Earnings Before Interest and Taxes,"2,450,000","3,462,000","3,622,000","3,174,000"
14,Interest Expense,"-601,000","-522,000","-482,000","-488,000"
15,Income Before Tax,"1,484,000","2,914,000","3,094,000","2,649,000"
16,Income Tax Expense,"-405,000","957,000","1,045,000","902,000"
17,Minority Interest,"-26,000","12,000","-22,000","30,000"
18,Net Income From Continuing Ops,"1,889,000","1,957,000","2,049,000","1,747,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"1,907,000","1,975,000","2,039,000","1,728,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"1,890,000","1,959,000","2,021,000","1,711,000"
