,assoc,values
0,they buy,jane street group llc increased stake shares public storage 111.3 1st quarter .
1,they buy,principal financial group inc. increased stake shares public storage 2.1 1st quarter .
2,they buy,summit trail advisors llc increased stake shares public storage 25.8 1st quarter .
3,they buy,brown advisory inc. increased stake shares public storage 3.1 1st quarter .
4,they buy,finally gulf international bank uk ltd increased stake shares public storage 2.2 2nd quarter .
5,they sell,goldman sachs group lowered public storage neutral rating sell rating research report wednesday august 22nd .
6,they buy,finally argus boosted price objective public storage 250.00 gave stock buy rating research report tuesday july 17th .
7,they sell,seven research analysts rated stock sell rating nine given hold rating one assigned buy rating company stock .
8,they buy,"arp americas lp bought new stake public storage third quarter valued 807,000 ."
9,they buy,argus boosted target price shares public storage 250.00 gave stock buy rating report tuesday july 17th .
10,they sell,finally bmo capital markets reiterated sell rating issued 194.00 target price shares public storage report wednesday august 1st .
11,they sell,seven analysts rated stock sell rating ten issued hold rating one issued buy rating company stock .
12,they sell,sell-side analysts predict public storage post 10.53 eps current fiscal year .
13,they sell,"news ceo ronald l. havner jr. sold 100,000 shares company stock transaction dated thursday august 30th ."
14,they sell,"stock sold average price 211.54 total value 21,154,000.00 ."
15,they buy,healthcare trust america inc hta shares bought securian asset management inc sumitomo mitsui asset management company ltd lowered position public storage nyse psa 74.9 third quarter according recent form 13f filing sec .
16,they sell,"related news ceo ronald l. havner jr. sold 100,000 shares public storage stock transaction occurred thursday august 30th ."
17,they sell,"stock sold average price 211.54 total value 21,154,000.00 ."
18,they sell,goldman sachs group lowered public storage neutral rating sell rating research note wednesday august 22nd .
19,they sell,bmo capital markets reaffirmed sell rating set 194.00 price objective shares public storage research note wednesday august 1st .
20,they buy,finally argus raised target price shares public storage 250.00 gave stock buy rating report tuesday july 17th .
21,they sell,seven analysts rated stock sell rating ten assigned hold rating one issued buy rating company stock .
22,they sell,arch capital group ltd. acgl shares sold andra ap fonden public storage nyse psa added 1.56 trading price close recent session jumping previous closing price 197.62 200.71 .
23,they sell,according composite indicator trendspotter rated psa stock sell .
24,they buy,"short-term public storage psa 20-day average volume 931,280 shares short-term indicators sets psa stock 40 buy average basis ."
25,they sell,"medium-term psa stock 50-day average volume 882,686 shares medium-term indicators gave average rating 25 sell long-term period fb stock 100-day average volume 926,609 shares ."
26,they sell,average long-term indicators rated stock 67 sell .
27,they sell,overall picture short medium long-term indicators sets psa stock 16 sell average basis .
28,they sell,goldman example downgrade rating shares public storage neutral sell according research note wednesday august 22nd 2018. giving stock underperform in-line rating stated research report monday july 16th 2018. evercore isi hand upgrade underperform in-line rating stock research note dated monday march 5th 2018 .
29,they sell,meantime 4 new institutions bought shares public storage first time 4 institutions sold holdings company common stock .
30,they buy,43 institutions increased investment psa stock 30 institutions decreased investment public storage psa stock last quarter .
31,they buy,parallel advisors llc increased holdings shares public storage 61.7 second quarter .
32,they sell,goldman sachs group lowered shares public storage neutral rating sell rating report wednesday august 22nd .
33,they buy,argus raised price objective shares public storage 250.00 gave company buy rating research note tuesday july 17th .
34,they sell,finally bmo capital markets reaffirmed sell rating issued 194.00 price objective shares public storage research note wednesday august 1st .
35,they sell,seven analysts rated stock sell rating ten assigned hold rating one given buy rating stock .
36,they buy,oppenheimer co. inc. increased position shares public storage 5.6 2nd quarter .
37,they buy,brown advisory inc. increased position shares public storage 2.8 2nd quarter .
38,they buy,metropolitan life insurance co. ny increased position shares public storage 0.6 2nd quarter .
39,they buy,nissay asset management corp japan adv increased position shares public storage 1.2 2nd quarter .
40,they buy,finally glen harbor capital management llc increased position shares public storage 2.6 2nd quarter .
41,they sell,"public storage news ceo ronald l. havner jr. sold 100,000 shares firm stock transaction dated thursday august 30th ."
42,they sell,"stock sold average price 211.54 total value 21,154,000.00 ."
43,they sell,goldman sachs group downgraded public storage neutral rating sell rating research note wednesday august 22nd .
44,they buy,finally argus increased price target public storage 250.00 gave stock buy rating research note tuesday july 17th .
45,they sell,seven equities research analysts rated stock sell rating ten given hold rating one assigned buy rating company stock .
46,they sell,goldman sachs group downgraded public storage neutral rating sell rating report wednesday august 22nd .
47,they sell,bmo capital markets reaffirmed sell rating set 194.00 price target shares public storage report wednesday august 1st .
48,they buy,finally argus upped price target public storage 250.00 gave company buy rating report tuesday july 17th .
49,they sell,seven equities research analysts rated stock sell rating ten issued hold rating one issued buy rating company stock .
50,they buy,indexiq etf trust iq hedge multi-strategy tracker etf qai shares bought global retirement partners llc kiley juergens wealth management llc lifted position shares public storage nyse psa 72.4 3rd quarter according company recent 13f filing securities exchange commission .
51,they buy,fmr llc increased stake public storage 19.9 second quarter .
52,they buy,"summit trail advisors llc increased stake public storage 17,529.9 first quarter ."
53,they buy,blackrock inc. increased stake public storage 1.5 second quarter .
54,they buy,"canada pension plan investment board increased stake public storage 3,485.8 second quarter ."
55,they buy,finally natixis increased stake public storage 828.1 first quarter .
56,they sell,"related news ceo ronald l. havner jr. sold 100,000 shares company stock transaction occurred thursday august 30th ."
57,they sell,"shares sold average price 211.54 total transaction 21,154,000.00 ."
58,they sell,group sell-side analysts expect public storage post 10.53 earnings per share current fiscal year .
59,they buy,argus lifted price objective public storage 250.00 gave company buy rating research note tuesday july 17th .
60,they sell,morgan stanley reduced price objective public storage 199.00 193.00 set underweight rating stock research note thursday june 14th .
61,they sell,finally bmo capital markets reaffirmed sell rating issued 194.00 price objective shares public storage research note wednesday august 1st .
62,they sell,seven research analysts rated stock sell rating ten issued hold rating one given buy rating stock .
63,they sell,average sell-side analysts anticipate public storage post 10.53 earnings per share current year .
64,they sell,"news ceo ronald l. havner jr. sold 100,000 shares public storage stock transaction occurred thursday august 30th ."
65,they sell,"stock sold average price 211.54 total value 21,154,000.00 ."
66,they sell,sealed air nyse see downgraded sell zacks investment research
