,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"23,443,000","17,656,000","17,470,000","17,900,000"
2,Cost of Revenue,"9,987,000","7,653,000","7,292,000","7,311,000"
3,Gross Profit,"13,456,000","10,003,000","10,178,000","10,589,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"4,435,000","3,802,000","3,859,000","3,821,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"19,542,000","15,293,000","15,067,000","15,321,000"
10,Operating Income or Loss,"3,901,000","2,363,000","2,403,000","2,579,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-5,464,000","-1,823,000","-1,383,000","-1,263,000"
13,Earnings Before Interest and Taxes,"3,901,000","2,363,000","2,403,000","2,579,000"
14,Interest Expense,"-2,177,000","-1,481,000","-1,318,000","-1,312,000"
15,Income Before Tax,"-1,563,000","540,000","1,020,000","1,316,000"
16,Income Tax Expense,"170,000","-849,000","394,000","438,000"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"-1,733,000","1,389,000","626,000","878,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"-1,733,000","1,389,000","626,000","878,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"-1,733,000","1,389,000","626,000","878,000"
