,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"11,437,000","10,534,000","10,776,000","12,273,000"
2,Cost of Revenue,"6,455,000","5,860,000","5,960,000","6,962,000"
3,Gross Profit,"4,982,000","4,674,000","4,816,000","5,311,000"
4,Operating Expenses,,,,
5,Research Development,"93,000","92,000","93,000","96,000"
6,Selling General and Administrative,"1,207,000","1,145,000","1,152,000","1,308,000"
7,Non Recurring,-,-,-,-
8,Others,"-3,000","-8,000","3,000","22,000"
9,Total Operating Expenses,"8,936,000","8,211,000","8,314,000","9,558,000"
10,Operating Income or Loss,"2,501,000","2,323,000","2,462,000","2,715,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-167,000","-234,000","-259,000","-278,000"
13,Earnings Before Interest and Taxes,"2,501,000","2,323,000","2,462,000","2,715,000"
14,Interest Expense,"-161,000","-174,000","-161,000","-177,000"
15,Income Before Tax,"2,334,000","2,089,000","2,203,000","2,437,000"
16,Income Tax Expense,"1,026,000","551,000","612,000","691,000"
17,Minority Interest,"504,000","431,000","517,000","563,000"
18,Net Income From Continuing Ops,"1,308,000","1,538,000","1,591,000","1,746,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"1,247,000","1,500,000","1,547,000","1,694,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"1,247,000","1,500,000","1,547,000","1,694,000"
