,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"92,091,000","90,049,000","84,862,000","79,158,400"
2,Cost of Revenue,"71,895,000","72,236,000","66,834,000","61,116,900"
3,Gross Profit,"20,196,000","17,813,000","18,028,000","18,041,500"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"14,020,000","12,535,000","12,559,000","12,534,800"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"86,273,000","84,940,000","79,585,000","73,881,800"
10,Operating Income or Loss,"5,818,000","5,109,000","5,277,000","5,276,600"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-750,000","-1,145,000","-722,000","-645,600"
13,Earnings Before Interest and Taxes,"5,818,000","5,109,000","5,277,000","5,276,600"
14,Interest Expense,"-739,000","-748,000","-722,000","-654,900"
15,Income Before Tax,"5,068,000","3,964,000","4,555,000","4,631,000"
16,Income Tax Expense,"1,318,000","121,000","2,085,000","2,071,000"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"3,750,000","3,843,000","2,470,000","2,560,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"3,750,000","3,843,000","2,470,000","2,560,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"3,750,000","3,843,000","2,470,000","2,560,000"
