,0,1,2,3,4
0,Revenue,10/1/2017,10/2/2016,9/27/2015,9/28/2014
1,Total Revenue,"22,386,800","21,315,900","19,162,700","16,447,800"
2,Cost of Revenue,"15,531,500","14,575,400","13,198,600","11,497,000"
3,Gross Profit,"6,855,300","6,740,500","5,964,100","4,950,800"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"1,393,300","1,360,600","1,196,700","1,107,900"
7,Non Recurring,-,-,-,-
8,Others,"553,800","545,400","522,400","340,700"
9,Total Operating Expenses,"18,490,000","17,462,200","15,811,600","13,655,200"
10,Operating Income or Loss,"3,896,800","3,853,700","3,351,100","2,792,600"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"420,700","344,900","551,900","367,100"
13,Earnings Before Interest and Taxes,"3,896,800","3,853,700","3,351,100","2,792,600"
14,Interest Expense,"-92,500","-81,300","-70,500","-64,100"
15,Income Before Tax,"4,317,500","4,198,600","3,903,000","3,159,700"
16,Income Tax Expense,"1,432,600","1,379,700","1,143,700","1,092,000"
17,Minority Interest,"6,900","6,700","1,800","1,700"
18,Net Income From Continuing Ops,"2,884,900","2,818,900","2,759,300","2,067,700"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"2,884,700","2,817,700","2,757,400","2,068,100"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"2,884,700","2,817,700","2,757,400","2,068,100"
