,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"5,954,900","5,390,600","5,006,700","4,745,600"
2,Cost of Revenue,-,-,-,-
3,Gross Profit,"5,954,900","5,390,600","5,006,700","4,745,600"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"3,784,600","3,533,200","3,189,900","3,037,700"
7,Non Recurring,-,-,-,-
8,Others,"212,500","223,500","230,800","242,900"
9,Total Operating Expenses,"3,997,100","3,756,700","3,420,700","3,280,600"
10,Operating Income or Loss,"1,957,800","1,633,900","1,586,000","1,465,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,-,-,"-68,900",-
13,Earnings Before Interest and Taxes,-,-,-,-
14,Interest Expense,-,-,-,-
15,Income Before Tax,"1,957,800","1,633,900","1,517,100","1,465,000"
16,Income Tax Expense,"401,400","434,900","484,600","491,200"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"1,556,400","1,199,000","1,032,500","973,800"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"1,556,400","1,199,000","1,032,500","973,800"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"1,489,900","1,130,400","990,400","935,000"
