,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"2,731,700","2,408,200","2,238,000","2,068,100"
2,Cost of Revenue,"1,558,400","1,331,700","1,251,800","1,181,200"
3,Gross Profit,"1,173,300","1,076,500","986,200","886,900"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"647,500","571,300","557,600","491,100"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"2,205,900","1,903,000","1,809,400","1,672,300"
10,Operating Income or Loss,"525,800","505,200","428,600","395,800"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-50,600","-109,500","-133,600","-186,500"
13,Earnings Before Interest and Taxes,"525,800","505,200","428,600","395,800"
14,Interest Expense,"-54,000","-105,700","-64,300","-52,900"
15,Income Before Tax,"475,200","395,700","295,000","209,300"
16,Income Tax Expense,"39,800","119,000","63,800","54,600"
17,Minority Interest,-,"3,900","3,100","4,100"
18,Net Income From Continuing Ops,"435,400","276,700","231,200","154,700"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-400
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"434,900","273,300","229,100","153,900"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"434,900","273,300","229,100","153,900"
