nflx,0.049,0.39,0.562,26866466,800,2.962203191,0.378005811,0.378005593,0.317163739,0.029500256,0.283405052,0.013739851,0.80276169,0,-2.53003051,-0.135143456,-0.166916459,35.26695421,1.073035393,1473984,-142689.6418,154.14,77.88,1.99,0,0.0713,0.0435,0.2601,0.0713,0.403,4.859,360.94,351.13,0.63,-9.4,-0.096623879,2.32,13.89,-2.34,16.23,37,-14,0.09,0.8,1,,
omc,0.069,0.42,0.511,10458272,8292,1.653384151,0.751814659,0.215746312,0.178096764,0.119816565,0.325086618,0.049582567,0.876488211,0,-9.579876013,0.096157445,0.126640245,22.84662122,0.915232534,3.86307875,188637.6812,13.84,11.85,1.73,3.53,0.0745,0.0585,0.419,0.0745,0.018,0.108,69.45,71.86,1.17,2.7,-0.061210534,1.88,7.67,-20.66,28.33,5,-18,0.09,0.8,1,,
pld,0.044,0.428,0.528,16673729,57794,45.38127407,1.621535826,1.211145666,0.745431369,0.491743939,0.040504668,0.039997842,0.389812182,0,-2.88535887,0.120168758,0.517260449,0.116751907,0.928245137,1.585983625,48544.19322,18,33.81,-5.17,3.06,0.6736,0.0213,0.1098,0.6736,-0.181,0.251,66.41,65.02,0.27,340.5,-0.072792857,2.38,0,0,38.87,7,-8,0.09,0.8,1,,
pgr,0.037,0.369,0.594,20682109,935704,2.079031496,0.51582247,0.235371679,0.072680998,0.062803727,0.281158632,0.030842869,0.747489343,0,-11.42654365,0.108133527,0.115380017,19.89414663,0.920426367,5.205973025,149772.7273,18.89,15.59,0.62,1.59,0.0758,0.0451,0.215,0.0758,0.214,0.916,68.29,62.76,0.93,20.6,-0.056014214,2.36,-3.11,-5.35,2.24,49,-1,0.09,0.8,1,,
unh,0.04,0.421,0.538,14236195,150429,2.493502802,0.587306099,0.269532202,0.234721922,0.064179831,0.403776448,0.057137041,0.672754662,0,-12.1180881,0.118553394,0.052991777,47.74993542,0.825931598,4.332153914,195119.5219,21.61,18.03,1.32,1.4,0.0555,0.0697,0.2453,0.0555,0.121,0.279,266.08,250.75,3.2,3.9,-0.062074731,2.13,22.12,5.11,17.02,40,-5,0.09,0.8,1,,
kmi,0.037,0.246,0.717,20003907,2189,13.55587441,0.37711023,0.115462694,0.555751264,0.125440343,0.55982906,0.008816388,0.566627234,0,-2.187707641,0.105377667,0.367207842,0.337372433,0.397080292,3.769654088,319879.9199,0,17.17,1.61,4.59,-0.0182,0.0279,-0.0054,-0.0182,0.018,0,17.94,17.15,0.18,0,-0.070344892,2,-19.41,-25.28,5.87,19,-12,0.09,0.8,1,,
mtb,0.033,0.457,0.509,10978563,138506,1.258160346,0.058361455,0.058361445,1,0.403142414,0.361098291,0.010653078,0.866450158,0,1,0.011063785,0.231774014,7.561324995,0.908997804,2.262039793,11899.55757,16.36,11.36,0.95,2.49,0.2705,0.0127,0.0957,0.2705,0.062,0.294,171.42,175.71,3.27,-7.9,-0.060505721,2.85,91.78,0.04,91.74,2,-20,0.09,0.8,1,,
usb,0.047,0.436,0.517,24564618,11258,1.273356994,0.036276478,0.036276475,1,0.418646694,0.26662554,0.013202859,0.89251823,0,1,0.013405991,0.275619835,7.924682767,1.000000187,2.569090034,197483.3457,13.26,11.65,1.87,2.86,0.3255,0.0145,0.135,0.3255,0.049,0.167,53.82,51.91,1.02,0,-0.070627062,2.29,74.27,-17.47,91.74,5,-13,0.09,0.8,1,,
ebay,0.053,0.386,0.561,27178709,76246,6.198856252,2.012217312,1.858331167,0.77647845,0.406615436,-0.995343741,0.304692414,0.558057617,0,-10.33333333,0.212353472,0.31473438,5.922823219,0.778485492,-2826000,391412.7424,0,12.34,0.97,0,-0.1024,0.056,-0.1107,-0.1024,0.091,21.138,33.57,36.53,0.54,-2.1,-0.041412864,0,0,0,59.98,31,-8,0.09,0.8,1,,
axp,0.039,0.428,0.534,19344728,830,2.028844312,1.797081094,0.321871369,0.734996155,0.270687753,0.33201581,0.034035483,0.870976066,0,1,0.059909532,0.27720753,6.746898263,0.833916295,6.869096935,341755.9769,27.18,12.81,1.18,1.54,0.1066,0.0193,0.1616,0.1066,0.071,0.208,107.46,101.42,1.67,1.4,-0.047620453,2,121.57,61.59,59.98,18,-8,0.09,0.8,1,,
bbt,0.056,0.398,0.546,19052994,952,1.312157787,0.023553219,0.023553213,1,0.342432247,0.302285714,0.011063682,0.863523596,0,1,0.016451017,0.3047647,4.850972947,1.000000321,2.852564103,90263.69168,13.63,10.8,1.7,3.41,0.2684,0.0132,0.0973,0.2684,0.009,0.213,50.33,51.97,0.97,-5.1,-0.061376382,2.59,-1.11,-92.85,91.74,5,-17,0.09,0.8,1,,
dov,0.044,0.422,0.534,12115234,0,5.213573754,0.832001765,0.179943185,0.36599762,0.101456771,0.261760661,0.050305699,0.624382228,0,-5.532305482,0.136469532,0.12686659,7.18468599,0.808341309,3.212261356,44824.49298,17.25,14.7,1.16,2.36,0.094,0.0679,0.2285,0.094,0.035,-0.147,86.97,79.96,1.25,1.8,-0.054092917,2.27,67.78,-28.46,96.24,15,-25,0.09,0.8,1,,
etfc,0.069,0.432,0.499,11518629,162841,5.341654857,1.60776191,0.456121225,0.908133971,0.400956938,0.341288783,0.011265536,0.871997388,0,1,0.03852365,0.787559809,14.4137931,0.954434994,65.84,69864.17657,17.86,12.3,0.52,0,0.2812,0.0126,0.1138,0.2812,0.078,0.295,54.49,59.64,0.8,-3.9,-0.050549,0,0,0,0,-1,-25,0.09,0.8,1,,
gpc,0.032,0.468,0.5,11243860,580,2.087438003,0.51398796,0.057227007,0.299849613,0.070036512,0.360314239,0.077571845,0.63797142,0,-50.73856953,0.167386878,0.061675078,21.06744593,0.830201104,2.445511719,39535.22775,20.81,16.05,1.33,3.04,0.0378,0.0622,0.1953,0.0378,0.176,0.195,99.76,94.8,1.39,-9.4,-0.053056226,2.46,16.9,-385.7,402.6,12,-12,0.09,0.8,1,,
ppg,0.064,0.454,0.482,11217162,1762,3.708205972,1.063014343,0.438984246,0.460896987,0.054590049,0.274711168,0.055354765,0.688352039,0,-16.72,0.12444731,0.094674142,5.471625767,0.718726869,3.263285024,66947.47275,16.37,14.45,2.28,2.02,0.0954,0.072,0.2353,0.0954,0.086,-0.252,109.71,107.25,1.4,0,-0.071143429,2.54,71.26,28.09,43.17,-3,-22,0.09,0.8,1,,
pypl,0.039,0.363,0.598,16110417,410,1.961310582,1.475293281,0.581585496,0.474174507,0.150433499,0.141017781,0.042322448,0.555568982,0,1586000,0.171714426,0.291274673,7.315789474,0.788157061,-3158000,248857.368,47.07,27.83,1.57,0,0.1402,0.0348,0.1357,0.1402,0.23,0.28,87.92,83.65,0.52,7,-0.021527808,0,0,0,18.63,19,-16,0.09,0.8,1,,
pm,0.083,0.422,0.495,17800216,0,2.237869679,0.469909577,0.257424,0.648079445,0.375416901,0.276302655,0.189058642,1.295785732,0,-10.11693171,0.16914829,0.302679408,4.400560686,0.85489662,1.266384447,-1054438.642,20.44,15.89,2.28,5.54,0.2112,0.1873,0,0.2112,0.117,0.234,80.93,83.6,1.21,-8,-0.06810358,0,0,0,13.34,11,-27,0.09,0.8,1,,
trv,0.055,0.427,0.518,16182714,430,1.649173316,0.195673275,0.085086781,0.307065711,0.147387178,0.256353319,0.030066337,0.768357524,0,-11.81818182,0.054554425,0.152805557,27499000,1.000000238,5.550858653,49721.9264,16.72,10.9,0.64,2.49,0.069,0.0179,0.0877,0.069,0.041,-0.119,130.35,130,1.95,102.2,-0.075078397,2.55,-3.7,-5.94,2.24,2,-18,0.09,0.8,1,,
cfg,0.081,0.371,0.547,8604431,1240,1.302189476,0.012140539,0.012140531,1,0.314215485,0.318774446,0.006989032,0.867930712,0,1,0.011481587,0.305202786,8.12312812,0.90738255,5.843137255,36200.19436,9.76,9.38,0.5,2.99,0.3275,0.0119,0.0902,0.3275,0.074,0.336,39.86,40.81,0.87,6.3,-0.073681061,2.52,0,0,0,2,-26,0.09,0.8,1,,
ipg,0.082,0.427,0.491,10206448,0,1.620192058,0.909083961,0.142434596,0.358308057,0.105842021,0.238410596,0.048737705,0.815020985,0,-10.38631347,0.050394567,0.065353147,12.61511254,0.608619345,2.151006711,95493.48231,14.63,11.84,1.49,3.92,0.0714,0.0521,0.2649,0.0714,0.062,0.354,22.84,23.05,0.44,-6.1,-0.099692579,1.94,115,86.67,28.33,18,-17,0.09,0.8,1,,
pg,0.066,0.39,0.544,20140957,804900,3.985633896,0.653128103,0.501059252,0.509022718,0.203772019,0.231047748,0.127286016,0.53675066,0,-31.58064516,0.197329331,0.196025085,3.270396622,0.73465067,1.762437811,620583.9416,21.83,17.09,2.9,3.64,0.1459,0.0774,0.1815,0.1459,0.026,-0.146,82.97,78.75,1.04,0.9,-0.054268896,1.96,-3.07,-4.52,1.45,13,-14,0.09,0.8,1,,
slb,0.071,0.424,0.505,16014058,29927,5.17670496,1.238063616,0.614715453,0.133045667,-0.068500539,0.145931759,-0.021640413,0.467276412,0,-4.00877193,0.171878003,0.225134844,2.169097574,0.507107491,2.365319229,237518.9681,0,24.41,0.77,3.29,-0.0234,0.0285,-0.0194,-0.0234,0.113,0,61.69,66.18,0.43,0,-0.082039354,1.84,-0.59,-28.75,28.16,2,-26,0.09,0.8,1,,
sti,0.05,0.417,0.532,15042660,0,1.230384414,0.036904026,0.036603749,1,0.329901961,0.299034175,0.009166565,0.884719951,0,1,-0.003757096,-0.083455882,5.244215938,1.415565345,-1.207446809,-14276.72956,11.63,10.54,0.86,3.21,0.3027,0.0128,0.1087,0.3027,0.068,0.367,69.76,69.35,1.34,1,-0.06254713,3,0,0,91.74,10,-18,0.09,0.8,1,,
akam,0.054,0.205,0.741,2392932,0,11.6745491,3.218506733,2.234502974,0.654280316,0.196340333,0.311927844,0.072289377,0.262688691,0,-24.80539757,0.75890513,0.372561429,2.921347487,0.792444931,-871812,42840.88452,58.02,16.27,1.11,0,0.0699,0.0481,0.0546,0.0699,0.094,-0.241,69.02,73.86,0.81,5.1,-0.04769653,0,0,0,59.98,29,-9,0.09,0.8,1,,
are,0.067,0.267,0.667,1995567,0,23.3698227,1.148173726,0.28218548,0.697882416,-0.054039947,-2.01E-05,-0.006364241,0.480218618,0,-2.485577777,0.078932593,0.425926891,0.104042711,1.000002548,1.493756684,6352.176728,43.37,53.58,445.2,2.98,0.2301,0.0174,0.0485,0.2301,0.192,0.599,124.1,125.42,0.42,31,-0.075293604,2.09,-61.38,-100.26,38.87,6,-10,0.09,0.8,1,,
avb,0,0.259,0.741,368900,0,29.76955644,0.35821562,0.358213954,0.666737977,0.503889992,0.000294967,0.057871289,0.430288934,0,-4.218345688,0.150918128,0.56541789,0.121223924,0.994931361,1.596523697,15382.10261,27.72,37.05,14.07,3.31,0.3874,0.0283,0.0843,0.3874,0.072,0.541,179.23,172.88,1.09,41,-0.065172774,2.74,8.48,-30.39,38.87,15,-7,0.09,0.8,1,,
ca,0.019,0.237,0.744,2678944,0,4.194943446,1.175981703,0.921823353,0.85802775,0.265857284,0.277726002,0.061459159,0.548850119,0,-12.82222222,0.155757838,0.267096135,17.02953586,0.956400742,2.518691589,56677.18191,39.68,15.32,2.85,2.32,0.1119,0.055,0.0676,0.1119,-0.085,-0.067,43.93,40.09,0.68,0,-0.070557011,2.25,19.05,0.43,18.63,40,-1,0.09,0.8,1,,
ess,0,0.181,0.819,1682250,0,38.51314043,0.33380513,0.204654711,0.706122965,0.329706197,2.28E-06,0.033966206,0.481320342,0,-2.078259444,0.121047968,0.535324912,0.125974952,1.000001405,1.731360092,7399.386694,43.75,48.9,9.8,2.92,0.2599,0.0253,0.0612,0.2599,0.037,0.419,245.36,240.27,1.04,19.8,-0.06989873,2.32,-55.15,-94.03,38.87,16,-6,0.09,0.8,1,,
re,0.018,0.236,0.745,971802,0,11.28882855,1.364461547,0.48360641,0.202989647,0.189285017,0.094104255,0.046729537,0.621255799,0,-31.80534393,0.104453323,0.238119906,5810518,1.000000723,7.081439627,6859.692613,39.91,8.61,0.29,2.45,0.0293,0.0029,0.0252,0.0293,0.235,-0.715,220.32,226.26,2.7,-2.8,-0.063836152,2.6,-39.98,-42.22,2.24,0,-23,0.09,0.8,1,,
klac,0.053,0.28,0.667,1952318,0,4.278020078,2.774483785,2.332839969,0.630016718,0.337138299,0.210671931,0.167398236,0.760235806,0,-10.42049871,0.256711279,0.310247315,12.25464918,0.964253727,3.219104155,103913.8595,17.1,9.59,1.11,3.37,0.1987,0.1723,0.5445,0.1987,0.14,0.362,98.17,107.02,2.19,9.8,-0.081696778,0,0,0,162.36,1,-31,0.09,0.8,1,,
apa,0.053,0.257,0.69,3612065,0,12.21866522,1.359197504,0.747151926,0.689003436,-0.321114929,0.262782402,-0.062391758,0.658999067,0,2.563679245,0.163746631,0.463917526,0.277627604,0.197942387,6.411609499,121621.6216,16.73,16.64,0.16,2.42,0.1318,0.0387,0.1272,0.1318,0.372,-0.659,45.47,43.68,0.24,166.7,0.011598573,2.04,64.62,36.45,28.16,11,-25,0.09,0.8,1,,
aptv,0.031,0.317,0.652,696513,0,2.963355834,0.74493756,0.17767623,0.223887893,0.084324589,0.161352657,0.102261634,0.775219655,0,-10.89677419,0.203693987,0.158139156,5.279139785,0.661514683,6.123028391,145939.8496,15.81,12.74,1.05,1.18,0.0898,0.0809,0.3257,0.0898,0.168,-0.211,81.97,90.86,1.1,5.7,0.008261459,0,0,0,38.87,4,-29,0.09,0.8,1,,
etr,0.049,0.366,0.585,3972530,0,14.34470528,0.736856644,0.371190427,0.399407228,-0.129164932,0.583390976,-0.012713761,0.819516476,0,-2.689353794,0.07971142,0.276488766,0.385211384,-0.32587899,4.901156358,67599.16592,50.67,13.75,-3.49,4.33,0.0264,0.0228,0.0354,0.0264,0.019,-0.401,82.61,81.3,2.31,7.3,-0.082682661,2.45,4.88,-0.99,5.87,15,-6,0.09,0.8,1,,
el,0.127,0.266,0.608,1958490,0,4.097768332,1.110874956,0.616719802,0.796600135,0.136755751,0.223252938,0.107970263,0.619467497,0,-18.52427184,0.251186157,0.152232747,7.076002394,0.72,3.703703704,140955.3641,44.48,24.76,2.55,1.21,0.081,0.1169,0.2452,0.081,0.139,-0.188,135.65,141.19,1.1,24.7,0.00328741,2.63,15.79,-10.84,26.64,20,-17,0.09,0.8,1,,
frt,0,0.103,0.897,1283549,0,19.85123867,0.512884522,0.08553932,0.694262145,0.322941317,3.86E-06,0.046080978,0.590740399,0,-3.379634503,0.132252829,0.528547068,0.160457111,0.864150765,1.582796028,14783.84508,33.51,38.11,5.71,3.33,0.3169,0.0353,0.1217,0.3169,0.078,-0.166,124.7,122.83,0.76,104.2,-0.038148825,2.44,19.02,-19.86,38.87,19,-6,0.09,0.8,1,,
gm,0.065,0.301,0.634,407000,0,2.602575692,0.355889224,0.253753771,0.138540326,0.080491205,0.228097935,0.042523343,0.801186341,0,-18.85257549,0.093499986,0.111318908,4.575775235,-0.678749925,7.106118956,642685.7585,0,5.83,0.69,4.66,-0.0326,0.0218,-0.0311,-0.0326,-0.006,0.44,33.37,37.29,1.04,17.9,-0.012020818,0,0,0,58.66,10,-26,0.09,0.8,1,,
ice,0.067,0.364,0.569,3178899,410,1.398962758,0.020591296,0.007335756,1,0.450989109,0.285855101,0.017340829,0.807446069,0,-12.86516854,0.032455862,0.477661703,4.879609544,0.883666822,5.254278729,73394.80874,17.11,18.84,1.57,1.32,0.5282,0.0197,0.155,0.5282,0.056,0.086,75.43,74.17,0.79,4.3,-0.082475693,2.14,25.29,-34.69,59.98,12,-7,0.09,0.8,1,,
nfx,0.096,0.151,0.752,3860172,210686,6.304093567,1.187134503,0.847953216,0.620244565,-0.820652174,-0.018211921,-0.285250464,0.782467532,0,0.349514563,0.244813278,0.561141304,0.44511642,-0.659806295,-826000,99518.07229,10.07,4.17,0.17,0,0.1753,0.0547,0.2719,0.1753,0.689,0.214,26.29,27.94,0.7,26.8,-0.003134712,1.88,-11.17,-39.33,28.16,4,-45,0.09,0.8,1,,
px,0.105,0.429,0.467,759312,0,7.801452785,0.873688862,0.211461259,0.443706095,0.198310234,0.263762566,0.077591558,0.71798055,0,-13.35057471,0.199783862,0.263242833,0.917835671,0.471691309,3.239485981,132299.6183,34.22,22.29,2.22,1.99,0.1168,0.084,0.2271,0.1168,0.08,0.182,161.87,159.14,1.65,3.4,-0.077426092,2.05,18.14,-25.03,43.17,18,-3,0.09,0.8,1,,
qrvo,0.084,0.206,0.71,2656527,751,15.57279599,2.312784723,1.302358009,0.374438348,0.009003902,1.606409083,-0.002538666,0.249236507,0,-1.818288354,0.47786634,0.25615863,2.178679706,0.28850699,-776820,20854.22819,0,10.04,0.94,0,-0.0131,0.0157,-0.0083,-0.0131,0.081,0,74.17,78.35,1.6,5.6,-0.039189431,2.24,158.78,-118.8,277.58,14,-17,0.09,0.8,1,,
o,0.096,0.217,0.687,1659623,0,75.53304352,0.685650132,0.054102013,0.943014326,0.289836036,0.010202071,0.023992556,0.483815359,0,-2.447552893,0.125694246,0.72505738,0.092853335,1.00000125,1.254498146,31026.49341,52.84,46.17,6.14,4.32,0.2596,0.0272,0.0453,0.2596,0.096,0.188,57.59,55.23,0.32,3.2,-0.065616832,3.21,-6.07,-44.94,38.87,30,0,0.09,0.8,1,,
yum,0.039,0.313,0.648,6323355,0,4.175344564,0.872129403,0.555130934,0.422278162,0.211611076,0.243122677,0.301302036,2.029708417,0,-5.396721311,0.112757499,0.196349906,3.008045433,0.657852564,1.677419355,-54929.57746,18.38,22.8,1.91,1.68,0.2795,0.2206,0,0.2795,-0.055,0.558,88.99,84.18,0.79,1.5,-0.067799637,2.26,15.18,4.79,10.39,16,-6,0.09,0.8,1,,
cbre,0.101,0.241,0.658,1148980,0,2.382003342,0.754360526,0.168509328,0.304856739,0.067377118,0.336838018,0.053060753,0.716385702,0,-6.930349117,0.058313268,0.034449905,23.31065383,0.575397222,-450315,34296.6489,18.92,11.96,0.99,0,0.0472,0.0586,0.1817,0.0472,0.151,0.133,42.46,46.42,0.72,18.5,-0.026389179,0,0,0,38.87,6,-20,0.09,0.8,1,,
chd,0.067,0.232,0.701,8907080,0,4.345842898,0.473900589,0.187444855,0.456757608,0.202084109,0.349766256,0.105417882,0.545738499,0,-26.32129964,0.27577645,0.187598408,5.934590554,0.924004273,3.580874317,72328.91832,18.28,24.23,2.59,1.48,0.2028,0.0955,0.4023,0.2028,0.145,0.669,58.97,53.67,0.53,4.3,-0.077187104,2.38,14.48,13.03,1.45,37,-3,0.09,0.8,1,,
