,0,1,2,3,4
0,Revenue,11/4/2018,10/29/2017,10/30/2016,11/1/2015
1,Total Revenue,"20,848,000","17,636,000","13,240,000","6,824,000"
2,Cost of Revenue,"7,021,000","6,593,000","5,295,000","2,747,000"
3,Gross Profit,"13,827,000","11,043,000","7,945,000","4,077,000"
4,Operating Expenses,,,,
5,Research Development,"3,768,000","3,292,000","2,674,000","1,049,000"
6,Selling General and Administrative,"1,027,000","787,000","764,000","415,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"15,361,000","14,947,000","11,369,000","4,944,000"
10,Operating Income or Loss,"5,487,000","2,689,000","1,871,000","1,880,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-942,000","-864,000","-2,978,000","-413,000"
13,Earnings Before Interest and Taxes,"5,487,000","2,689,000","1,871,000","1,880,000"
14,Interest Expense,"-628,000","-454,000","-585,000","-191,000"
15,Income Before Tax,"4,545,000","1,825,000","-1,107,000","1,467,000"
16,Income Tax Expense,"-8,084,000","35,000","642,000","76,000"
17,Minority Interest,-,"2,901,000","2,984,000","2,984,000"
18,Net Income From Continuing Ops,"12,629,000","1,790,000","-1,749,000","1,391,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,"-19,000","-6,000","-112,000","-27,000"
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"12,259,000","1,692,000","-1,739,000","1,364,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"12,259,000","1,692,000","-1,739,000","1,364,000"
