,0,1,2,3,4
0,Revenue,12/29/2018,12/30/2017,12/31/2016,1/2/2016
1,Total Revenue,"7,159,000","6,613,800","6,086,500","5,966,900"
2,Cost of Revenue,"5,243,500","4,801,600","4,386,800","4,321,100"
3,Gross Profit,"1,915,500","1,812,200","1,699,700","1,645,800"
4,Operating Expenses,,,,
5,Research Development,-,"93,400","89,700","91,900"
6,Selling General and Administrative,"1,127,500","986,900","1,011,900","1,019,100"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"6,371,000","5,881,900","5,488,400","5,432,100"
10,Operating Income or Loss,"788,000","731,900","598,100","534,800"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-235,200","-142,400","-120,800","-125,900"
13,Earnings Before Interest and Taxes,"788,000","731,900","598,100","534,800"
14,Interest Expense,"-58,500","-63,000","-59,900","-60,500"
15,Income Before Tax,"552,800","589,500","477,100","408,900"
16,Income Tax Expense,"85,400","307,700","156,400","134,500"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"467,400","281,800","320,700","274,400"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-100
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"467,400","281,800","320,700","274,300"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"467,400","281,800","320,700","274,300"
