,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"40,324,000","37,242,000","32,053,000","29,564,000"
2,Cost of Revenue,"17,692,000","16,550,000","14,898,000","15,409,000"
3,Gross Profit,"22,632,000","20,692,000","17,155,000","14,155,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"12,223,000","11,378,000","10,189,000","8,863,000"
7,Non Recurring,-,-,-,-
8,Others,"-280,000","-248,000","-414,000","5,000"
9,Total Operating Expenses,"35,556,000","33,822,000","29,276,000","28,447,000"
10,Operating Income or Loss,"4,768,000","3,420,000","2,777,000","1,117,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-1,607,000","-1,093,000","-1,799,000","-704,000"
13,Earnings Before Interest and Taxes,"4,768,000","3,420,000","2,777,000","1,117,000"
14,Interest Expense,"-1,671,000","-1,730,000","-1,496,000","-1,351,000"
15,Income Before Tax,"3,161,000","2,327,000","978,000","413,000"
16,Income Tax Expense,"-1,375,000","867,000","245,000","166,000"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"4,536,000","1,460,000","733,000","247,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"4,536,000","1,460,000","733,000","247,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"4,481,000","1,405,000","678,000","247,000"
