,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"16,631,172","14,869,380","13,144,413","13,476,084"
2,Cost of Revenue,"15,269,479","13,680,857","11,931,821","12,259,014"
3,Gross Profit,"1,361,693","1,188,523","1,212,592","1,217,070"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"449,610","413,404","375,061","358,760"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"15,719,089","14,094,261","12,306,882","12,617,774"
10,Operating Income or Loss,"912,083","775,119","837,531","858,310"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-31,810","-46,656","-25,581","-35,529"
13,Earnings Before Interest and Taxes,"912,083","775,119","837,531","858,310"
14,Interest Expense,"-48,710","-37,256","-25,581","-28,329"
15,Income Before Tax,"880,273","728,463","811,950","822,781"
16,Income Tax Expense,"215,768","223,570","298,566","313,082"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"664,505","504,893","513,384","509,699"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"664,505","504,893","513,384","509,699"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"664,505","504,893","513,384","509,699"
