,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"5,524,300","5,422,900","5,483,700","5,607,200"
2,Cost of Revenue,"3,319,700","3,267,500","3,198,400","3,285,800"
3,Gross Profit,"2,204,600","2,155,400","2,285,300","2,321,400"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"1,164,800","1,050,400","1,164,800","1,150,600"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"4,484,500","4,317,900","4,363,200","4,436,400"
10,Operating Income or Loss,"1,039,800","1,105,000","1,120,500","1,170,800"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-692,300","-763,300","-178,700","-202,600"
13,Earnings Before Interest and Taxes,"1,039,800","1,105,000","1,120,500","1,170,800"
14,Interest Expense,"-142,100","-152,500","-167,900","-176,600"
15,Income Before Tax,"347,500","341,700","941,800","968,200"
16,Income Tax Expense,"904,600","88,500","104,000","115,800"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"-557,100","253,200","837,800","852,400"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"-557,100","253,200","837,800","852,400"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"-557,100","253,200","837,800","852,400"
