,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"11,074,481","10,845,645","11,513,251","12,494,921"
2,Cost of Revenue,"6,892,479","6,513,816","7,443,873","8,118,087"
3,Gross Profit,"4,182,002","4,331,829","4,069,378","4,376,834"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"5,900","5,300","7,400","8,100"
7,Non Recurring,-,-,-,-
8,Others,"891,340","1,014,170","1,074,998","863,455"
9,Total Operating Expenses,"9,179,697","8,906,473","9,867,547","10,308,280"
10,Operating Income or Loss,"1,894,784","1,939,172","1,645,704","2,186,641"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-940,602","-3,340,049","-2,465,193","-656,323"
13,Earnings Before Interest and Taxes,"1,894,784","1,939,172","1,645,704","2,186,641"
14,Interest Expense,"-721,756","-721,055","-689,924","-680,619"
15,Income Before Tax,"954,182","-1,400,877","-819,489","1,530,318"
16,Income Tax Expense,"542,570","-817,259","-642,927","589,597"
17,Minority Interest,"197,803","203,185","318,185","304,760"
18,Net Income From Continuing Ops,"411,612","-583,618","-176,562","940,721"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"411,612","-583,618","-176,562","940,721"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"411,612","-583,618","-176,562","940,721"
