,0,1
0,Market Cap (intraday) 5,15B
1,Enterprise Value 3,32.62B
2,Trailing P/E ,50.67
3,Forward P/E 1,13.75
4,PEG Ratio (5 yr expected) 1,-3.49
5,Price/Sales (ttm),1.33
6,Price/Book (mrq),1.87
7,Enterprise Value/Revenue 3,2.90
8,Enterprise Value/EBITDA 6,9.62
,0,1
0,Fiscal Year Ends ,"Dec 31, 2017"
1,Most Recent Quarter (mrq),"Jun 30, 2018"
,0,1
0,Profit Margin ,2.64%
1,Operating Margin (ttm),15.19%
,0,1
0,Return on Assets (ttm),2.28%
1,Return on Equity (ttm),3.54%
,0,1
0,Revenue (ttm),11.26B
1,Revenue Per Share (ttm),62.43
2,Quarterly Revenue Growth (yoy),1.90%
3,Gross Profit (ttm),4.18B
4,EBITDA ,3.39B
5,Net Income Avi to Common (ttm),297.26M
6,Diluted EPS (ttm),1.64
7,Quarterly Earnings Growth (yoy),-40.10%
,0,1
0,Total Cash (mrq),812.79M
1,Total Cash Per Share (mrq),4.49
2,Total Debt (mrq),17.88B
3,Total Debt/Equity (mrq),217.53
4,Current Ratio (mrq),0.57
5,Book Value Per Share (mrq),44.36
,0,1
0,Operating Cash Flow (ttm),2.88B
1,Levered Free Cash Flow (ttm),-729M
,0,1
0,Beta (3Y Monthly) ,0.34
1,52-Week Change 3,-2.61%
2,S&P500 52-Week Change 3,2.56%
3,52 Week High 3,87.95
4,52 Week Low 3,71.95
5,50-Day Moving Average 3,82.61
6,200-Day Moving Average 3,81.30
,0,1
0,Avg Vol (3 month) 3,1.47M
1,Avg Vol (10 day) 3,1.87M
2,Shares Outstanding 5,180.86M
3,Float ,180.33M
4,% Held by Insiders 1,0.25%
5,% Held by Institutions 1,94.51%
6,"Shares Short (Oct 15, 2018) 4",10.95M
7,"Short Ratio (Oct 15, 2018) 4",8.31
8,"Short % of Float (Oct 15, 2018) 4",6.86%
9,"Short % of Shares Outstanding (Oct 15, 2018) 4",6.05%
10,"Shares Short (prior month Sep 14, 2018) 4",10.26M
,0,1
0,Forward Annual Dividend Rate 4,3.64
1,Forward Annual Dividend Yield 4,4.33%
2,Trailing Annual Dividend Rate 3,3.54
3,Trailing Annual Dividend Yield 3,4.21%
4,5 Year Average Dividend Yield 4,4.51
5,Payout Ratio 4,218.52%
6,Dividend Date 3,"Sep 4, 2018"
7,Ex-Dividend Date 4,"Nov 7, 2018"
8,Last Split Factor (new per old) 2,N/A
9,Last Split Date 3,N/A
