,assoc,values
0,they buy,firm issued buy rating stock .
1,they buy,citigroup increased price target shares baker hughes ge 40.00 43.00 gave stock buy rating research report monday june 25th .
2,they sell,zacks investment research lowered shares baker hughes ge hold rating sell rating research report tuesday july 10th .
3,they buy,piper jaffray companies restated buy rating issued 38.00 target price shares baker hughes ge research report monday july 23rd .
4,they sell,two investment analysts rated stock sell rating six given hold rating sixteen assigned buy rating company stock .
5,they buy,stock consensus rating buy average target price 37.28 .
6,they sell,"baker hughes ge news insider matthias l. heilmann sold 12,000 shares business stock transaction dated monday august 6th ."
7,they sell,"shares sold average price 34.00 total value 408,000.00 ."
8,they sell,"also vp kurt camilleri sold 2,513 shares business stock transaction dated monday august 6th ."
9,they sell,"shares sold average price 34.00 total transaction 85,442.00 ."
10,they sell,institutional investors recently bought sold shares stock .
11,they buy,oppenheimer asset management inc. increased holdings shares baker hughes ge 6.3 3rd quarter .
12,they buy,russell investments group ltd. increased holdings shares baker hughes ge 434.4 3rd quarter .
13,they buy,alps advisors inc. increased holdings shares baker hughes ge 51.0 3rd quarter .
14,they buy,northpointe capital llc increased holdings shares baker hughes ge 69.6 3rd quarter .
15,they buy,finally first trust advisors lp increased holdings shares baker hughes ge 134.5 3rd quarter .
16,they sell,sorl auto parts nasdaq sorl lowered sell zacks investment research zooplus etr zo1 pt set commerzbank baker hughes ge co nyse bhge investment analysts jefferies financial group decreased fy2020 earnings per share estimates baker hughes ge report issued tuesday october 9th according zacks investment research .
17,they buy,jefferies financial group currently buy rating 38.00 target price stock .
18,they sell,"news vp kurt camilleri sold 2,513 shares baker hughes ge stock transaction dated monday august 6th ."
19,they sell,"stock sold average price 34.00 total value 85,442.00 ."
20,they sell,"also insider matthias l. heilmann sold 12,000 shares baker hughes ge stock transaction dated monday august 6th ."
21,they sell,"stock sold average price 34.00 total value 408,000.00 ."
22,they sell,zacks investment research lowered shares general electric hold rating strong sell rating report friday june 22nd .
23,they sell,jpmorgan chase co. set 11.00 target price shares general electric gave stock sell rating research report wednesday june 27th .
24,they sell,five equities research analysts rated stock sell rating fourteen given hold rating six given buy rating one given strong buy rating stock .
25,they buy,gabelli currently buy rating 21.00 price objective stock .
26,they buy,citigroup set 21.00 price target shares general electric gave company buy rating report monday october 1st .
27,they sell,jpmorgan chase co. reiterated sell rating set 11.00 price target shares general electric report thursday august 9th .
28,they buy,finally morningstar set 15.70 price target shares general electric gave company buy rating report monday august 13th .
29,they sell,five equities research analysts rated stock sell rating fourteen issued hold rating six issued buy rating one assigned strong buy rating company .
30,they sell,jpmorgan chase co. reissued sell rating issued 10.00 target price shares general electric report thursday .
31,they sell,issued sell rating stock .
32,they buy,finally barclays raised shares general electric equal weight rating overweight rating set 16.00 target price stock report monday october 8th .
33,they sell,five investment analysts rated stock sell rating fourteen assigned hold rating six assigned buy rating one given strong buy rating stock .
34,they buy,issued buy rating stock .
35,they buy,barclays reaffirmed buy rating issued 35.00 target price shares baker hughes ge research report thursday october 11th .
36,they buy,jefferies financial group raised shares baker hughes ge hold rating buy rating set 38.00 price objective stock research report tuesday october 9th .
37,they buy,finally hsbc lowered price objective shares baker hughes ge 40.00 set buy rating stock research report monday october 8th .
38,they sell,two equities research analysts rated stock sell rating six issued hold rating sixteen given buy rating stock .
39,they buy,stock currently average rating buy average price target 37.28 .
40,they sell,"news vp kurt camilleri sold 2,513 shares baker hughes ge stock transaction dated monday august 6th ."
41,they sell,"shares sold average price 34.00 total transaction 85,442.00 ."
42,they sell,"also insider matthias l. heilmann sold 12,000 shares baker hughes ge stock transaction dated monday august 6th ."
43,they sell,"stock sold average price 34.00 total transaction 408,000.00 ."
44,they buy,issued buy rating stock .
45,they buy,barclays reaffirmed buy rating issued 35.00 target price shares baker hughes ge research report thursday october 11th .
46,they buy,jefferies financial group raised shares baker hughes ge hold rating buy rating set 38.00 price objective stock research report tuesday october 9th .
