,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"10,456,000","8,684,000","6,604,000","12,938,000"
2,Cost of Revenue,"6,249,000","5,193,000","4,403,000","8,565,000"
3,Gross Profit,"4,207,000","3,491,000","2,201,000","4,373,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"650,000","737,000","733,000","1,193,000"
7,Non Recurring,-,-,-,-
8,Others,"62,000","104,000","136,000","289,000"
9,Total Operating Expenses,"8,905,000","7,943,000","7,514,000","30,596,000"
10,Operating Income or Loss,"1,551,000","741,000","-910,000","-17,658,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-631,000","32,000","477,000","-2,200,000"
13,Earnings Before Interest and Taxes,"1,551,000","741,000","-910,000","-17,658,000"
14,Interest Expense,"-298,000","-321,000","-427,000","-513,000"
15,Income Before Tax,"920,000","773,000","-433,000","-19,858,000"
16,Income Tax Expense,"156,000","15,000","141,000","-6,213,000"
17,Minority Interest,-,"4,850,000","4,448,000","3,940,000"
18,Net Income From Continuing Ops,"764,000","758,000","-574,000","-13,645,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,"2,460,000","320,000","-884,000","-884,000"
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"3,064,000","898,000","-1,056,000","-12,896,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"3,055,000","890,000","-1,058,000","-12,901,000"
