,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"32,753,000","28,216,000","25,638,000","22,859,000"
2,Cost of Revenue,"7,718,000","6,688,000","5,793,000","4,239,000"
3,Gross Profit,"25,035,000","21,528,000","19,845,000","18,620,000"
4,Operating Expenses,,,,
5,Research Development,"5,259,000","5,007,000","4,385,000","4,101,000"
6,Selling General and Administrative,"7,365,000","5,878,000","5,837,000","5,663,000"
7,Non Recurring,-,-,-,-
8,Others,"500,000","500,000","500,000","500,000"
9,Total Operating Expenses,"20,842,000","17,573,000","16,015,000","14,003,000"
10,Operating Income or Loss,"11,911,000","10,643,000","9,623,000","8,856,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-6,714,000","-2,916,000","-1,739,000","-2,211,000"
13,Earnings Before Interest and Taxes,"11,911,000","10,643,000","9,623,000","8,856,000"
14,Interest Expense,"-1,348,000","-1,150,000","-1,047,000","-719,000"
15,Income Before Tax,"5,197,000","7,727,000","7,884,000","6,645,000"
16,Income Tax Expense,"-490,000","2,418,000","1,931,000","1,501,000"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"5,687,000","5,309,000","5,953,000","5,144,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"5,687,000","5,309,000","5,953,000","5,144,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"5,657,000","5,283,000","5,923,000","5,118,000"
