,assoc,values
0,they sell,"kingstown capital management lp sold 350,000 shares company stock rose 6.22 market ."
1,they buy,stock increased 1.46 0.57 last trading session reaching 39.68 .
2,they sell,fall 80 investors sold gm shares 320 reduced holdings .
3,they buy,legal general gru pcl invested 0.18 portfolio general motors company nyse gm .
4,they buy,"washington trust invested 191,447 shares 0.41 stock ."
5,they buy,"spears abacus advisors limited liability company owns 2.56 invested general motors company nyse gm 521,585 shares ."
6,they buy,"luminus mngmt ltd company owns 0.13 invested general motors company nyse gm 196,350 shares ."
7,they buy,"moreover logan mngmt 1.21 invested general motors company nyse gm 456,693 shares ."
8,they sell,"long robert edward also sold 729,768 worth coca-cola company nyse ko monday november 5 ."
9,they sell,"45,400 shares sold hays ed worth 2.25 million ."
10,they sell,rivera alfredo sold 1.20m worth coca-cola company nyse ko monday november 5 .
11,they sell,"761,040 worth stock sold mann jennifer k monday november 19. perez beatriz r also sold 479,800 worth coca-cola company nyse ko wednesday october 31 ."
12,they sell,"9,200 coca-cola company nyse ko shares value 450,340 sold dinkins james l ."
13,they sell,notable recent coca-cola company nyse ko news published benzinga.com released coca-cola outlook analysts perking nyse ko benzinga april 25 2019 also streetinsider.com article coca cola ko declares 0.40 quarterly dividend elects two officers streetinsider.com published april 25 2019 benzinga.com published coca-cola company nyse ko mcdonald corporation nyse mcd 10 consumer stocks buy right according quantamize benzinga march 12 2019. interesting news coca-cola company nyse ko released 247wallst.com article deutsche bank raises price targets q1 earnings come red hot 24/7 wall st. published april 26 2019 well seekingalpha.com news article titled coca-cola credit rating downgrade matters equity shareholders seeking alpha publication date november 27 2018 .
14,they sell,"arrowpoint asset management llc sold 92,265 shares company stock rose 6.22 market ."
15,they buy,stock increased 1.46 0.57 last trading session reaching 39.68 .
16,they buy,"also increased holding lpl finl hldgs inc nasdaq lpla 32,031 shares quarter total 1.88 million shares risen stake syneos health inc ."
17,they buy,notable recent general motors company nyse gm news published seekingalpha.com released gm barra received nearly 22m pay 2018 seeking alpha april 18 2019 also fool.com article gm stock could take takes hint disney+ motley fool published april 20 2019 fool.com published slumping u.s. sales affect general motors earnings motley fool april 24 2019. interesting news general motors company nyse gm released investorplace.com article 10 best cheap stocks buy right investorplace.com published april 24 2019 well bizjournals.com news article titled corvette plant bowling green adding hundreds jobs louisville business first publication date april 26 2019 .
18,they sell,dropped 80 investors sold gm shares 320 reduced holdings .
19,they buy,cordasco ntwk invested 0.17 general motors company nyse gm .
20,they buy,"sumitomo mitsui asset mngmt com invested 0.09 152,977 shares ."
21,they buy,bermuda-based fil limited invested 0.01 general motors company nyse gm .
22,they buy,barnett invested 3.89 portfolio general motors company nyse gm .
23,they buy,heritage investors mngmt corporation invested 0.11 general motors company nyse gm .
24,they sell,"shares 295,945 sold mcbride kevin thomas ."
25,they buy,"swan robert holmes bought 5,263 shares worth 245,993 thursday december 6 ."
26,they buy,"also increased holding tjx companies inc nyse tjx 11,315 shares quarter total 23,460 shares risen stake cvs health corp nyse cvs ."
27,they sell,"bruce co inc sold 110,000 shares company stock rose 6.22 market ."
28,they buy,stock increased 1.46 0.57 last trading session reaching 39.68 .
29,they buy,notable recent general motors company nyse gm news published investorplace.com released 10 best cheap stocks buy right investorplace.com april 24 2019 also investorplace.com article buy gm stock todayâ€™s market investorplace.com published april 17 2019 investorplace.com published tesla stock emotional anything trading vehicle investorplace.com april 25 2019. interesting news general motors company nyse gm released seekingalpha.com article general motors begrudgingly passed electrification crown tesla seeking alpha published april 03 2019 well 247wallst.com news article titled teslaâ€™s market value plunges gmâ€™s 24/7 wall st. publication date april 06 2019 .
30,they sell,negative 80 investors sold gm shares 320 reduced holdings .
31,they buy,citigroup invested 5.07m shares 0.17 stock .
32,they buy,baker avenue asset management lp invested 0.5 general motors company nyse gm .
33,they sell,dived 41 investors sold nvr shares 120 reduced holdings .
34,they buy,raymond james associate invested 0.01 nvr inc. nyse nvr .
35,they buy,millennium mgmt ltd company invested 0.05 nvr inc. nyse nvr .
36,they buy,"wellington gru llp 0.08 invested nvr inc. nyse nvr 126,421 shares ."
37,they buy,steinberg global asset mgmt invested 0.11 nvr inc. nyse nvr .
38,they buy,element cap limited com 0.02 invested nvr inc. nyse nvr .
39,they buy,zurcher kantonalbank zurich cantonalbank 0.02 invested nvr inc. nyse nvr 683 shares .
40,they buy,new york-based renaissance techs lc invested 0.04 nvr inc. nyse nvr .
41,they sell,"capital advisors inc sold 13,898 shares company stock rose 6.22 market ."
42,they buy,stock increased 1.46 0.57 last trading session reaching 39.68 .
43,they buy,historical gm news 20/03/2018 gm says still plans launch self-driving cars next year axios 15/04/2018 s.korea fin min says major shareholders parties involved gm korea issue needs swiftly agree burden sharing 11/05/2018 sa competition tribunal- conditions bayer-monsanto deal address competition concerns supply gm cotton seeds merger monopoly sa 26/04/2018 us sales bolster fiat chrysler gm 26/04/2018 general motors 1q liquidity quarter end 31.3b 05/04/2018 moody assigns b1/aa3.ar debt ratings gpat compañía financiera s.a class xxxii local currency notes 23/04/2018 dj general motors company inst holders 1q 2018 gm 24/05/2018 gm pushes china growth cheap cars new middle class 11/05/2018 gm viability plan co design engineer manufacture all-new small suv korea export markets 20/04/2018 gm korea board vote filing court receivership new jersey better educational savings trust increased stake amazon com inc amzn 22.22 based latest 2018q4 regulatory filing sec .
44,they buy,new jersey better educational savings trust bought 400 shares company stock rose 1.10 market .
45,they buy,stock increased 2.54 48.38 last trading session reaching 1950.63 .
46,they sell,negative 80 investors sold gm shares 320 reduced holdings .
47,they buy,hotchkis wiley mgmt limited liability co invested 2.5 portfolio general motors company nyse gm .
48,they buy,"wilsey asset mngmt invested 5.14 314,204 shares ."
49,they buy,"benchmark invested 2.92 87,793 shares ."
50,they buy,capital management invested 1.18 general motors company nyse gm .
51,they buy,"rockshelter management ltd llc invested 287,797 shares 3.49 stock ."
52,they buy,connor clark lunn investment mgmt limited invested 0.13 general motors company nyse gm .
53,they buy,"also increased holding vanguard whitehall fds inc vym 74,052 shares quarter total 119,365 shares risen stake continental resources inc nyse clr ."
54,they sell,15 analysts 21 wall street brokerage firms rate general motors company nyse gm buy 1 see sell .
55,they buy,getting trading period increased 200 days stock price seen 33.45 average .
56,they sell,"balasa dinverno foltz llc sold 19,100 shares company stock rose 6.22 market ."
57,they buy,stock increased 1.15 0.45 last trading session reaching 39.56 .
58,they buy,investors sentiment increased 1.08 q4 2018.
59,they sell,improved 6 investors sold tcrd shares 18 reduced holdings .
60,they buy,morgan stanley invested 0 portfolio thl credit inc. nasdaq tcrd .
61,they buy,"ajo lp 0.01 invested thl credit inc. nasdaq tcrd 328,993 shares ."
62,they buy,great west life assurance invested 1.43m shares .
63,they buy,barclays public limited invested 0 thl credit inc. nasdaq tcrd .
64,they buy,tennessee-based b riley wealth mgmt invested 0.03 thl credit inc. nasdaq tcrd .
65,they sell,turned negative 80 investors sold gm shares 320 reduced holdings .
66,they buy,advsr preferred ltd limited liability company invested 0.04 general motors company nyse gm .
67,they buy,amer fincl group invested 3.42 general motors company nyse gm .
68,they buy,sector pension inv board invested 0.02 general motors company nyse gm .
69,they buy,"horizon kinetics llc 0.03 invested general motors company nyse gm 29,674 shares ."
70,they buy,captrust financial advsr invested 0.03 portfolio general motors company nyse gm .
71,they buy,notable recent general motors company nyse gm news published fool.com released general motorsâ€™ 7 sales plunge mean q1 results motley fool april 09 2019 also nasdaq.com article buy gm stock todayâ€™s market nasdaq published april 17 2019 fool.com published hydrogen cars appear dead evs take reins motley fool april 23 2019. interesting news general motors company nyse gm released seekingalpha.com article einhorn tackles tesla skims gm seeking alpha published april 12 2019 well seekingalpha.com news article titled general motors begrudgingly passed electrification crown tesla seeking alpha publication date april 03 2019 .
72,they buy,south texas money management ltd. increased position shares general motors 14.2 1st quarter .
73,they buy,game creek capital lp increased position shares general motors 11.7 4th quarter .
74,they sell,"related news cfo dhivya suryadevara sold 34,756 shares business stock transaction monday april 1st ."
75,they sell,"shares sold average price 37.40 total value 1,299,874.40 ."
76,they sell,"also insider alan s. batey sold 70,266 shares business stock transaction monday february 11th ."
77,they sell,"shares sold average price 38.39 total transaction 2,697,511.74 ."
78,they sell,"last 90 days insiders sold 113,521 shares company stock valued 4,337,346 ."
79,they buy,zacks investment research downgraded general motors strong-buy rating hold rating research report wednesday april 10th .
80,they buy,set buy rating stock .
81,they buy,citigroup raised target price general motors 67.00 gave company buy rating research report friday february 8th .
82,they buy,finally barclays restated buy rating set 49.00 target price shares general motors research report monday january 14th .
83,they buy,six equities research analysts rated stock hold rating twelve issued buy rating company stock .
84,they buy,general motors consensus rating buy average price target 47.20 .
85,they buy,live vision llc 5.11 million position vanguard scotts/vanguard short-term vcsh notable recent nice ltd. nasdaq nice news published finance.yahoo.com released cray nasdaq cray shareholders 30 yahoo finance april 25 2019 also businesswire.com article nice actimize introduces cdd-x modernizing kyc/cdd programs advanced analytics power ai business wire published april 15 2019 nasdaq.com published buy gm stock todayâ€™s market nasdaq april 17 2019. interesting news nice ltd. nasdaq nice released businesswire.com article nice incontact cxone spring 2019 release adds end-to-end artificial intelligence ai capabilities business wire published april 16 2019 well nasdaq.com news article titled 3 top growth stocks buy april nasdaq publication date april 25 2019 .
86,they buy,"also increased holding vanguard intl equity index f vwo 34,076 shares quarter total 3.54 million shares risen stake ishares tr efv ."
87,they buy,investors sentiment increased 1.55 2018 q4 .
88,they sell,improved 93 investors sold amzn shares 536 reduced holdings .
89,they buy,spc financial inc 0.1 invested amazon.com inc. nasdaq amzn .
90,they buy,moreover tiemann investment lc 1.11 invested amazon.com inc. nasdaq amzn .
91,they buy,"shaker invs ltd liability company oh invested 1.51 1,161 shares ."
92,they buy,"1st source comml bank 0.74 invested amazon.com inc. nasdaq amzn 5,061 shares ."
93,they buy,agf invs invested 2.16 portfolio amazon.com inc. nasdaq amzn .
94,they buy,union state bank corporation invested 1.07 amazon.com inc. nasdaq amzn .
95,they buy,virginia-based virginia retirement et al invested 1.55 amazon.com inc. nasdaq amzn .
96,they buy,moon capital management lp increased stake general mtrs co gm 40.62 based latest 2018q4 regulatory filing sec .
97,they buy,"moon capital management lp bought 139,593 shares company stock rose 6.22 market ."
98,they sell,worsened 80 investors sold gm shares 320 reduced holdings .
99,they buy,"van eck associates invested 111,365 shares 0.02 stock ."
100,they buy,first corp invested 0.03 portfolio general motors company nyse gm .
101,they buy,moreover macquarie gp 0 invested general motors company nyse gm .
102,they buy,moreover heritage wealth advisors 0 invested general motors company nyse gm .
103,they sell,"thursday december 6 jacks tyler sold 3.91 million worth amgen inc. nasdaq amgn 20,000 shares ."
104,they sell,"insider patton cynthia sold 360,520 ."
105,they buy,investors sentiment increased 0.99 q4 2018.
106,they sell,improved 63 investors sold amgn shares 498 reduced holdings .
107,they buy,thomasville fincl bank invested 0.88 portfolio amgen inc. nasdaq amgn .
108,they buy,park corp oh invested 0.09 amgen inc. nasdaq amgn .
109,they buy,"baxter bros inc 0.21 invested amgen inc. nasdaq amgn 3,986 shares ."
110,they buy,"oakwood cap mngmt ltd liability ca invested 30,496 shares ."
111,they buy,clearbridge llc increased stake general mtrs co gm 27.75 based latest 2018q4 regulatory filing sec .
112,they buy,"clearbridge llc bought 26,233 shares company stock rose 6.22 market ."
113,they sell,"mar vista investment partners llc sold 423,665 shares company stock declined 2.52 stock markets rallied ."
114,they sell,dropped 80 investors sold gm shares 320 reduced holdings .
115,they buy,"amalgamated bank trust owns 0.15 invested general motors company nyse gm 161,546 shares ."
116,they buy,tcw gp invested 0.21 portfolio general motors company nyse gm .
117,they buy,green square capital limited invested 0.22 general motors company nyse gm .
118,they buy,first hawaiian bancorporation invested 0.02 general motors company nyse gm .
119,they buy,"sandy spring savings bank owns 0.01 invested general motors company nyse gm 4,130 shares ."
120,they buy,"375,500 worth schlumberger limited nyse slb bought schorn patrick thursday december 20 ."
121,they sell,turned negative 205 investors sold slb shares 587 reduced holdings .
122,they buy,wellington shields cap ltd invested 0.34 schlumberger limited nyse slb .
123,they buy,"hills retail bank invested 0.28 25,455 shares ."
124,they buy,moreover middleton company 0.35 invested schlumberger limited nyse slb .
125,they buy,whitnell invested 0.33 portfolio schlumberger limited nyse slb .
126,they buy,according latest data compiled reuters nearly 71 analysts covering gm stock recommend buy another 24 say hold stock .
127,they sell,remaining 5 wall street analysts expect gm stock fall recommend sell .
128,they buy,last three years gm actively invested autonomous electric vehicle development stay ahead competition .
129,they buy,smart portfolios llc increased holdings general motors nyse gm tse gmm.u 333.3 1st quarter according company recent 13f filing securities exchange commission .
130,they buy,"kentucky retirement systems bought new position shares general motors 3rd quarter valued approximately 3,843,000 ."
131,they buy,set buy rating stock .
132,they buy,finally barclays reiterated buy rating issued 49.00 price objective shares general motors research report monday january 14th .
133,they buy,six equities research analysts rated stock hold rating twelve issued buy rating company stock .
134,they buy,general motors average rating buy average target price 47.20 .
135,they sell,"related news vp christopher hatto sold 8,499 shares company stock transaction dated monday march 4th ."
136,they sell,"stock sold average price 40.00 total transaction 339,960.00 ."
137,they sell,"also cfo dhivya suryadevara sold 34,756 shares company stock transaction dated monday april 1st ."
138,they sell,"stock sold average price 37.40 total value 1,299,874.40 ."
139,they sell,"last ninety days insiders sold 113,521 shares company stock valued 4,337,346 ."
140,they sell,"ellington management group llc sold 35,478 shares general mtrs co gm stock rose 6.22 ."
141,they buy,"historical gm news 31/05/2018 gm says time cruise avs ready commercial deployment softbank vision fund complete second tranche 1.35 bln 03/04/2018 u.s. escalates china trade showdown tariffs 50 billion imports 04/04/2018 ford gm push de-escalation us-china trade dispute 18/04/2018 general motors veteran steve carlisle named head cadillac 31/05/2018 softbank vision fund 19.6 equity stake gm cruise 03/05/2018 law firm reports proposed settlement gm ignition switch suit 02/04/2018 u.s. epa relax fuel efficiency standards autos 11/04/2018 due diligence gm korea making progress kdb chairman 03/04/2018 gm throws wrench u.s. auto sales deserting monthly reports 23/04/2018 gotech group plc result agm gm total voting rights ellington management group llc increased freeport nyse fcx stake 68,955 shares 185,493 valued 1.91 million 2018q4 ."
142,they sell,turned negative 80 investors sold gm shares 320 reduced holdings .
143,they buy,schwerin boyle capital mngmt invested 4.66 1.11 million shares .
144,they buy,state tennessee treasury department invested 0.17 general motors company nyse gm .
145,they buy,"asset mngmt ltd invested 4.58 144,125 shares ."
146,they buy,duff phelps invest mngmt invested 0.01 general motors company nyse gm .
147,they buy,"wellington shields ltd liability corp invested 1.9 99,252 shares ."
148,they buy,"moreover advisors capital mgmt ltd 1.18 invested general motors company nyse gm 485,680 shares ."
149,they sell,among 6 analysts covering general motors nyse gm 6 buy rating 0 sell 0 hold .
150,they buy,ubs maintained general motors company nyse gm rating tuesday november 27. ubs buy rating 5300 target .
151,they buy,firm earned buy rating tuesday november 6 citigroup .
152,they buy,stock general motors company nyse gm overweight rating given tuesday november 6 morgan stanley .
153,they buy,firm buy rating given tuesday march 26 morgan stanley .
154,they buy,investment analysts seaport global securities published research note february 13th 2019 informed investors clients general motors company nyse gm rated buy .
155,they buy,bofa/merrill also rated gm upgrade december 4th 2017 price target 100 suggesting gm could surge 16.38 current share price .
156,they sell,companyâ€™s p/e ratio currently sits 6.94 p/b ratio 1.45. moment general motors company shares sold short .
157,they buy,capital research management co bought gm shares increasing portfolio last quarter .
158,they buy,"vanguard group inc meanwhile bought gm shares recently filed quarter changing stake 3,661,059,683 worth shares ."
159,they buy,"means berkshire hathaway inc bought 19,808,285 shares last quarter controls 72,269,696 shares gm stock valuation hitting 2,681,205,722 ."
160,they buy,similarly blackrock fund advisors increased general motors company shares recently filed quarter .
161,they sell,"firm sold shares quarter decreased stakes 55,808,989 shares valued 2,070,513,492 ."
162,they sell,considering stocks buy sell use approach comfortable .
163,they sell,price last 200 days moving increasing trend look buy opportunities shows decreasing trend price last 200 days look sell opportunities .
164,they sell,assessment allows investor determine wise purchase sell particular stock .
165,they sell,"capital advisors inc sold 13,898 shares company stock rose 6.22 market ."
166,they sell,"staley capital advisers inc sold 4,648 shares company stock rose 1.23 market ."
167,they buy,"also increased holding ishares tr 180,239 shares quarter total 1.54m shares risen stake apple inc nasdaq aapl ."
168,they sell,turned negative 80 investors sold gm shares 320 reduced holdings .
169,they buy,credit suisse ag invested 0.22 general motors company nyse gm .
170,they buy,moreover argent trust 0.19 invested general motors company nyse gm .
171,they buy,"hennessy advsrs invested 0.32 197,500 shares ."
172,they buy,tiverton asset mgmt lc 0.06 invested general motors company nyse gm .
173,they buy,"also increased holding ishares core p mid ijh 4,434 shares quarter total 7,774 shares risen stake amazon.com nasdaq amzn ."
174,they buy,notable recent 3m company nyse mmm news published benzinga.com released mid-morning market update markets open lower 3m misses q1 expectations benzinga april 25 2019 also benzinga.com article 13 stocks watch april 25 2019 benzinga published april 25 2019 investorplace.com published heading earnings glass half-full 3m stock investorplace.com april 24 2019. interesting news 3m company nyse mmm released investorplace.com article hereâ€™s buy 3m stock capital gains investorplace.com published april 09 2019 well seekingalpha.com news article titled 3m 8 big miss slashed guidance job cuts seeking alpha publication date april 25 2019 .
175,they sell,"oldfield partners llp sold 24,600 shares company stock rose 6.22 market ."
176,they sell,"ourada jeanette l also sold 838,808 worth chevron corporation nyse cvx shares ."
177,they sell,52 week range simple technical indicator lists highest lowest price security sold preceding 52 weeks one year .
178,they sell,buy sell enormous chunks .
179,they buy,stock price jumped 5.44 three months increased 27.31 last six months trading period .
180,they buy,atria investments llc increased stake general mtrs co gm 86.92 based latest 2018q4 regulatory filing sec .
181,they buy,"atria investments llc bought 21,345 shares company stock rose 6.22 market ."
182,they buy,historical gm news 28/03/2018 gm wants beta-testing professional drivers consumers 01/05/2018 gm recognizes henniges automotive performance quality innovation 20/04/2018 gm korea union seeks continue negotiating union spokesman 13/04/2018 gm korea says 2017 net sales 10.69 trln vs 12.23 trln previous year 28/03/2018 general motors ceo says cost ride sharing dense urban environments could come 1 per mile autonomous vehicle capability goes ny auto summit 20/04/2018 gm korea board vote filing receivership talks fail 26/04/2018 gm reports income continuing operations 1.1 billion ebit-adjusted 2.6 billion 09/05/2018 gm overseas operations buy parts s.korean suppliers ministry 31/05/2018 gm says deal close softbank vision fund invest first tranche 900 mln 31/05/2018 breaking softbank vision fund invest 2.25 billion general motors self-driving vehicles unit gilder gagnon howe co llc decreased stake chegg inc com usd0.001 chgg 3.25 based latest 2018q4 regulatory filing sec .
183,they sell,"gilder gagnon howe co llc sold 183,249 shares company stock rose 44.21 market ."
184,they buy,stock increased 0.21 0.08 last trading session reaching 38.98 .
185,they sell,worsened 80 investors sold gm shares 320 reduced holdings .
186,they buy,new york-based hap trading limited liability invested 0.07 general motors company nyse gm .
187,they buy,"strategic wealth advsrs group inc ltd owns 0.04 invested general motors company nyse gm 13,325 shares ."
188,they buy,"ingalls snyder ltd liability invested 0.77 438,395 shares ."
189,they buy,"also increased holding tandem diabetes care inc com new 114,215 shares quarter total 118,266 shares risen stake invitae corp com ."
190,they sell,"bruce co inc sold 110,000 shares company stock rose 6.22 market ."
191,they sell,"monday february 11 foster jon sold 4.63 million worth hca healthcare inc. nyse hca 32,944 shares ."
192,they sell,"another trade 820 shares valued 116,732 sold torres kathryn a.. insider reiner deborah sold 723 shares worth 97,648 ."
193,they sell,"37,500 shares sold rutherford bill b worth 5.24 million tuesday february 12. morrow j william also sold 442,302 worth hca healthcare inc. nyse hca wednesday january 30. steele john sold 4.72 million worth stock ."
194,they buy,notable recent general motors company nyse gm news published investorideas.com released facebook nasdaq fb google nasdaq goog general motors nyse gm walmart nyse wmt hundreds companies launch renewable energy buyers alliance targeting 60 gigawatts corporate renewables 2025 investorideas.com march 29 2019 also cnbc.com article gm sales fall buyers clamor trucks suvs cnbc published april 02 2019 investorplace.com published 10 best cheap stocks buy right investorplace.com april 25 2019. interesting news general motors company nyse gm released finance.yahoo.com article slumping u.s. sales affect general motors earnings yahoo finance published april 24 2019 well fool.com news article titled gm stock could take takes hint disney+ motley fool publication date april 21 2019 .
195,they buy,hotchkis wiley capital management llc increased stake general mtrs co gm 9.05 based latest 2018q4 regulatory filing sec .
196,they buy,hotchkis wiley capital management llc bought 1.41m shares company stock rose 6.22 market .
197,they sell,"centre asset management llc sold 7,950 shares company stock rose 3.59 market ."
