,0,1,2,3,4
0,Revenue,2/28/2018,2/28/2017,2/29/2016,2/28/2015
1,Total Revenue,"2,920,461","2,411,803","2,052,230","1,789,489"
2,Cost of Revenue,"431,797","354,378","309,629","273,199"
3,Gross Profit,"2,488,664","2,057,425","1,742,601","1,516,290"
4,Operating Expenses,,,,
5,Research Development,"578,330","480,668","413,322","367,856"
6,Selling General and Administrative,"1,435,892","1,242,712","1,037,331","894,440"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"2,446,019","2,077,758","1,760,282","1,535,495"
10,Operating Income or Loss,"474,442","334,045","291,948","253,994"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,259,"-13,865","-17,083","1,504"
13,Earnings Before Interest and Taxes,"474,442","334,045","291,948","253,994"
14,Interest Expense,"-24,569","-23,822","-23,121","-9,394"
15,Income Before Tax,"474,701","320,180","274,865","255,498"
16,Income Tax Expense,"215,898","66,477","75,500","75,297"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"258,803","253,703","199,365","180,201"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"258,803","253,703","199,365","180,201"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"258,803","253,703","199,365","180,201"
