,0,1,2,3,4
0,Revenue,10/31/2017,10/31/2016,10/31/2015,10/31/2014
1,Total Revenue,"52,056,000","48,238,000","51,463,000","56,651,000"
2,Cost of Revenue,"42,478,000","39,240,000","41,524,000","45,431,000"
3,Gross Profit,"9,578,000","8,998,000","9,939,000","11,220,000"
4,Operating Expenses,,,,
5,Research Development,"1,190,000","1,209,000","1,191,000","1,298,000"
6,Selling General and Administrative,"4,376,000","3,833,000","4,719,000","5,361,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"48,045,000","44,298,000","47,536,000","52,219,000"
10,Operating Income or Loss,"4,011,000","3,940,000","3,927,000","4,432,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-735,000","-179,000","-395,000","-569,000"
13,Earnings Before Interest and Taxes,"4,011,000","3,940,000","3,927,000","4,432,000"
14,Interest Expense,"-309,000","-273,000","-167,000","-167,000"
15,Income Before Tax,"3,276,000","3,761,000","3,532,000","3,863,000"
16,Income Tax Expense,"750,000","1,095,000","-186,000","939,000"
17,Minority Interest,-,-,"383,000","396,000"
18,Net Income From Continuing Ops,"2,526,000","2,666,000","3,718,000","2,924,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,"-170,000","836,000","2,089,000"
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"2,526,000","2,496,000","4,554,000","5,013,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"2,526,000","2,496,000","4,554,000","5,013,000"
