,Earnings Estimate,Current Qtr. (Jul 2018),Next Qtr. (Oct 2018),Current Year (2018),Next Year (2019)
0,No. of Analysts,16.0,16.0,17.0,18.0
1,Avg. Estimate,0.51,0.54,2.0,2.14
2,Low Estimate,0.49,0.51,1.97,1.93
3,High Estimate,0.52,0.61,2.04,2.25
4,Year Ago EPS,0.43,0.44,1.65,2.0
,Revenue Estimate,Current Qtr. (Jul 2018),Next Qtr. (Oct 2018),Current Year (2018),Next Year (2019)
0,No. of Analysts,15,15,17,16
1,Avg. Estimate,14.26B,14.85B,57.63B,58.3B
2,Low Estimate,13.76B,14.48B,56.75B,56.02B
3,High Estimate,15.22B,15.22B,58.79B,60.22B
4,Year Ago Sales,13.06B,13.93B,52.06B,57.63B
5,Sales Growth (year/est),9.20%,6.60%,10.70%,1.20%
,Earnings History,7/30/2017,10/30/2017,1/30/2018,4/29/2018
0,EPS Est.,0.42,0.44,0.42,0.48
1,EPS Actual,0.43,0.44,0.48,0.48
2,Difference,0.01,0,0.06,0
3,Surprise %,2.40%,0.00%,14.30%,0.00%
,EPS Trend,Current Qtr. (Jul 2018),Next Qtr. (Oct 2018),Current Year (2018),Next Year (2019)
0,Current Estimate,0.51,0.54,2.0,2.14
1,7 Days Ago,0.51,0.54,2.0,2.14
2,30 Days Ago,0.51,0.54,2.0,2.13
3,60 Days Ago,0.5,0.54,2.0,2.14
4,90 Days Ago,0.49,0.52,1.97,2.09
,EPS Revisions,Current Qtr. (Jul 2018),Next Qtr. (Oct 2018),Current Year (2018),Next Year (2019)
0,Up Last 7 Days,N/A,N/A,N/A,N/A
1,Up Last 30 Days,N/A,N/A,N/A,N/A
2,Down Last 7 Days,N/A,N/A,N/A,N/A
3,Down Last 30 Days,N/A,N/A,N/A,N/A
,Growth Estimates,HPQ,Industry,Sector,S&P 500
0,Current Qtr.,18.60%,N/A,N/A,0.47
1,Next Qtr.,22.70%,N/A,N/A,0.46
2,Current Year,21.20%,N/A,N/A,0.22
3,Next Year,7.00%,N/A,N/A,0.10
4,Next 5 Years (per annum),9.46%,N/A,N/A,0.11
5,Past 5 Years (per annum),-19.04%,N/A,N/A,N/A
