,0,1
0,Market Cap (intraday) 5,6.19B
1,Enterprise Value 3,10.11B
2,Trailing P/E ,161.89
3,Forward P/E 1,9.13
4,PEG Ratio (5 yr expected) 1,43.96
5,Price/Sales (ttm),0.93
6,Price/Book (mrq),8.06
7,Enterprise Value/Revenue 3,1.52
8,Enterprise Value/EBITDA 6,9.73
,0,1
0,Fiscal Year Ends ,"Dec 30, 2017"
1,Most Recent Quarter (mrq),"Jun 30, 2018"
,0,1
0,Profit Margin ,0.58%
1,Operating Margin (ttm),13.71%
,0,1
0,Return on Assets (ttm),7.75%
1,Return on Equity (ttm),4.20%
,0,1
0,Revenue (ttm),6.63B
1,Revenue Per Share (ttm),18.24
2,Quarterly Revenue Growth (yoy),4.20%
3,Gross Profit (ttm),2.56B
4,EBITDA ,1.04B
5,Net Income Avi to Common (ttm),38.79M
6,Diluted EPS (ttm),0.11
7,Quarterly Earnings Growth (yoy),-18.50%
,0,1
0,Total Cash (mrq),397.97M
1,Total Cash Per Share (mrq),1.1
2,Total Debt (mrq),4.5B
3,Total Debt/Equity (mrq),586.36
4,Current Ratio (mrq),2.02
5,Book Value Per Share (mrq),2.13
,0,1
0,Operating Cash Flow (ttm),557.07M
1,Levered Free Cash Flow (ttm),520.36M
,0,1
0,Beta (3Y Monthly) ,0.11
1,52-Week Change 3,-20.08%
2,S&P500 52-Week Change 3,4.00%
3,52 Week High 3,23.33
4,52 Week Low 3,16.08
5,50-Day Moving Average 3,17.39
6,200-Day Moving Average 3,18.82
,0,1
0,Avg Vol (3 month) 3,5.84M
1,Avg Vol (10 day) 3,5.93M
2,Shares Outstanding 5,360.51M
3,Float ,357.34M
4,% Held by Insiders 1,1.13%
5,% Held by Institutions 1,105.58%
6,"Shares Short (Oct 15, 2018) 4",45.98M
7,"Short Ratio (Oct 15, 2018) 4",10.26
8,"Short % of Float (Oct 15, 2018) 4",14.42%
9,"Short % of Shares Outstanding (Oct 15, 2018) 4",12.75%
10,"Shares Short (prior month Sep 14, 2018) 4",43.13M
,0,1
0,Forward Annual Dividend Rate 4,0.6
1,Forward Annual Dividend Yield 4,3.41%
2,Trailing Annual Dividend Rate 3,0.60
3,Trailing Annual Dividend Yield 3,3.41%
4,5 Year Average Dividend Yield 4,1.74
5,Payout Ratio 4,500.00%
6,Dividend Date 3,"Dec 4, 2018"
7,Ex-Dividend Date 4,"Nov 9, 2018"
8,Last Split Factor (new per old) 2,4/1
9,Last Split Date 3,"Mar 4, 2015"
