,assoc,values
0,they sell,taking everything account johnson johnson nyse jnj scores 16 sell technical side .
1,they buy,stock also flashing hold barchart trendspotter trading system .
2,they sell,traders hoping speculate jnj short-term trajectory know short terms indicators stock averaged 60 sell average daily trading volume past 20 days 6348350 shares .
3,they sell,jnj stock overall 0.25 sell signal considering medium term indicators 50-day average daily volume remained almost 5893720 shares .
4,they buy,also worth noting stock whose average daily volume 100 days prior writing shares 67 buy basis long term indicators .
5,they buy,share price currently staying around first support level 131.59 .
6,they buy,next support placed zone 129.35 .
7,they buy,till time jnj stock trades level bulls nothing fear .
8,they buy,momentum oscillators front rsi touched 36.19 daily chart may remain cause comfort .
9,they buy,price breaks 129.35 level closing basis may see profit booking stock may show weakness .
10,they buy,flipside hitting 137.37 mark may result pull-back move towards 140.91 level .
11,they buy,johnson johnson jnj projected climb 7.43 percent next 12 months according price target estimates compiled finviz .
12,they buy,meanwhile set 160-month high price target .
13,they buy,represents whopping 19.55 percent increase shares trading today .
14,they buy,12-month median price target assigned analysts stands 143 represents return potential 6.84 percent compared closing price stock 133.84 thursday october 11. lowest price target stock 119 slightly percent jnj current share price .
15,they buy,rundown insider trading activity sense johnson johnson nyse jnj .
16,they buy,earliest insider trade took place 09/07/2018 .
17,they buy,kapusta ronald parted total 7.9 thousand shares company average share price 137.18 .
18,they buy,total sales set 1.08 million .
19,they buy,transaction controller cao account balance stood 26.49 thousand shares .
20,they buy,stock grew 0.4 percent since insider sale .
21,they sell,08/27/2018 sneed michael e evp global corp aff coo sold 29 thousand shares price per share 134.8 .
22,they buy,removed 3.91 million shares insider fortune stock saw 2.17 percent rally value since news became public .
23,they buy,transaction left 33.67 thousand shares evp global corp aff coo account .
24,they buy,02/15/2018 exec vp chief scientific stoffels paulus performed sale transaction worth 20.17 million .
25,they buy,sale 129.86 eliminated 155.34 thousand shares insider portfolio position .
26,they buy,meanwhile shares recorded 6.06 percent increase since transaction reported .
27,they buy,insider left 202.56 thousand shares remaining account .
28,they sell,stoffels paulus performs exec vp chief scientific job sold 102.69 thousand shares 13.67 million .
29,they buy,disposal occurred 07/24/2017 priced 133.14 per share .
30,they buy,share price soared 3.45 percent since reporting date .
31,they buy,stoffels paulus left stake 127.65 thousand jnj stock worth 17.08 million insider selling .
32,they buy,jnj shares dropped points percent thursday 133.84 heavy trade volume 11.584 million shares .
33,they buy,opening session 137.91 shares went high 138.66 low 132.88 range within stock price traded throughout day .
34,they buy,firm left market cap 360 billion 2.69 billion shares outstanding .
35,they buy,johnson johnson jnj stock lost percent market value 21 trading days .
36,they sell,analysts goldman upped rating shares johnson johnson nyse jnj sell neutral opinion released july 12. analysts citigroup sticking neutral recommendation .
37,they buy,however april 23 lifted target price shares 134 146 .
38,they buy,analysts citigroup made first call stock neutral rating according research note dated back april 23 .
39,they buy,jnj stock trailing 3-year beta 0.65 offering possibility lower rate return also posing less risk .
40,they buy,portion company profit allocated outstanding share common stock 5.48 share trailing twelve months .
41,they buy,stock value fallen percent year date ytd decline percent 12 month time .
42,they buy,company shares still trade percent away 1-year high 148.32 12.83 percent 52-week low 118.62 .
43,they sell,average consensus rating company 2.4 scale 5 equates unanimous sell rating .
44,they sell,short mean analyst recommendations calling stock sell .
45,they buy,shares johnson johnson jnj trading p/e ratio 25.44 times earnings reported past 12 months .
46,they buy,industry jnj operates average p/e 29.75. p/e ratio went low 18.43x high 25.74 5-year span .
47,they buy,sporting 4.46 price-to-sales ratio .
48,they buy,compare industry average p/s 4.59 .
49,they buy,65.8 percent gross profit margin johnson johnson operating margin sits 22.1 percent .
50,they buy,along net profit margin 1.7 percent .
51,they buy,analysts forecasting revenue climb 2 percent 20b next fiscal quarter earnings seen soaring nearly 6.84 percent 2.03 per share .
52,they buy,history shown shares johnson johnson gone 19 different earnings reaction days predicted add 0.01 percent company reports upcoming earnings .
53,they buy,last reported earnings results earned 2.1 per share better 2.07 adjusted expected thomson reuters consensus estimate .
54,they buy,revenue 20.8b better 20.4b analysts expected .
55,they buy,earnings estimated increase percent year 5.93 percent next year continue increase 7.5 percent annually next 5 years .
56,they buy,ky skyscr adsbygoogle window.adsbygoogle .push october 14 2018 ash investors sentiment increased 0.97 q2 2018.
57,they buy,0.04 0.93 2018q1 .
58,they sell,increased 36 investors sold johnson johnson shares 806 reduced holdings .
59,they buy,114 funds opened positions 704 raised stakes .
60,they buy,1.84 billion shares 8.07 1.71 billion shares 2018q1 reported .
61,they buy,illinois-based westwood mgmt corporation il invested 0.08 johnson johnson nyse jnj .
62,they buy,"granite ptnrs ltd liability corp holds 0.46 59,455 shares ."
63,they buy,"mufg americas corp holds 1.14 portfolio johnson johnson nyse jnj 303,283 shares ."
64,they buy,"janney montgomery scott limited liability holds 1.02 875,234 shares ."
65,they buy,benjamin f edwards stated 0.89 portfolio johnson johnson nyse jnj .
66,they buy,"bluemountain cap management lc holds 0.05 20,054 shares ."
67,they buy,bluestein r h reported 0.13 portfolio johnson johnson nyse jnj .
68,they buy,"trust oklahoma owns 6,003 shares 0 portfolio ."
69,they buy,zurcher kantonalbank zurich cantonalbank invested 1 johnson johnson nyse jnj .
70,they buy,"lee danner bass holds 1.39 102,603 shares portfolio ."
71,they buy,"scott neal invested 0.08 1,111 shares ."
72,they buy,zeke advsr ltd company reported 0.51 johnson johnson nyse jnj .
73,they buy,"meiji yasuda asset mngmt co owns 96,456 shares 1.04 portfolio ."
74,they buy,"boltwood capital mngmt owns 11,950 shares 0.94 us portfolio ."
75,they buy,"lbmc advsrs ltd liability co holds 0.1 portfolio johnson johnson nyse jnj 5,108 shares ."
76,they buy,since august 27 2018 0 insider buys 2 insider sales 4.99 million activity .
77,they sell,"another trade 29,000 shares valued 3.91 million sold sneed michael e ."
78,they sell,among 8 analysts covering johnson johnson nyse jnj 4 buy rating 0 sell 4 hold .
79,they buy,therefore 50 positive .
80,they buy,johnson johnson 10 analyst reports since april 18 2018 according sratingsintel .
81,they buy,firm buy rating given thursday may 17 leerink swann .
82,they buy,rating maintained wells fargo wednesday april 18 buy .
83,they buy,rating maintained credit suisse tuesday june 12 buy .
84,they buy,company maintained friday april 20 credit suisse .
85,they buy,company maintained wednesday april 18 leerink swann .
86,they buy,stock buy rating deutsche bank wednesday april 18. rating maintained stifel nicolaus hold wednesday april 18. thursday october 11 stock rating maintained morgan stanley equal-weight .
87,they buy,goldman sachs upgraded shares jnj report thursday july 12 neutral rating .
88,they buy,list johnson johnson nyse jnj latest ratings price target changes .
89,they sell,11/10/2018 broker morgan stanley old rating equal-weight new rating equal-weight old target 143 new target 153 maintain12/07/2018 broker goldman sachs old rating sell new rating neutral upgrade27/06/2018 broker bernstein rating market perform new target 129 initiates coverage on12/06/2018 broker credit suisse rating buy new target 151.0000 maintain17/05/2018 broker leerink swann rating buy new target 160.0000 maintain20/04/2018 broker credit suisse old rating outperform new rating outperform old target 154 new target 151 maintain18/04/2018 broker wells fargo rating buy new target 150.0000 maintain18/04/2018 broker leerink swann rating buy new target 160.0000 maintain18/04/2018 broker deutsche bank rating buy maintain18/04/2018 broker stifel nicolaus old rating hold new rating hold old target 145 new target 135 maintain stock increased 0.02 0.03 last trading session reaching 133.87 .
90,they buy,7.00 million shares traded 12.63 average .
91,they buy,johnson johnson nyse jnj risen 5.07 since october 14 2017 uptrending .
92,they buy,underperformed 10.55 p500 .
93,they buy,johnson johnson together subsidiaries researches develops makes sells various products health care field worldwide .
94,they buy,company market cap 359.14 billion .
95,they buy,operates three divisions consumer pharmaceutical medical devices .
96,they buy,266.14 p/e ratio .
97,they buy,consumer segment offers baby care products johnsonâ brand oral care products listerine brand beauty products aveeno clean clear dabao johnsonâ adult le petite marseillais neutrogena roc ogx brands over-the-counter medicines including acetaminophen products tylenol brand cold flu allergy products sudafed brand allergy products benadryl zyrtec brands ibuprofen products motrin ib brand acid reflux products pepcid brand .
98,they buy,notable recent johnson johnson nyse jnj news published seekingalpha.com released key events next week healthcare october 12 2018 also seekingalpha.com article johnson johnson focusing process published october 09 2018 finance.yahoo.com published surprise coming johnson johnson jnj earnings season october 12 2018. interesting news johnson johnson nyse jnj released seekingalpha.com article stocks watch speed bump published october 13 2018 well forbes.com news article titled watch johnson johnson q3 publication date october 12 2018 .
99,they buy,enter email address receive concise daily summary latest news analysts ratings free daily email newsletter .
100,they sell,surge insider selling johnson johnson nyse jnj picking steam current buy/sell ratio 3. jnj recorded 3 sales open market last three months .
101,they sell,"sold nearly 37,041 shares purchases amounted zero shares period ."
102,they buy,"looking even back 12 months corporate insiders offloaded 428,232 shares buyers snapped 81,704 shares ."
103,they sell,12-month totals signify 5.24-to-1 sell/buy ratio .
104,they buy,kapusta ronald parted total 7.9 thousand shares johnson johnson jnj average share price 137.18 .
105,they buy,insider trade company took place 09/07/2018 .
106,they buy,total sales set 1.08 million .
107,they buy,transaction controller cao account balance stood 26.49 thousand shares .
108,they buy,stock grew 0.4 percent since insider sale .
109,they sell,08/27/2018 sneed michael e evp global corp aff coo sold 29 thousand shares price per share 134.8 .
110,they buy,removed 3.91 million shares insider fortune stock saw 2.17 percent rally value since news became public .
111,they buy,transaction left 33.67 thousand shares evp global corp aff coo account .
112,they buy,02/15/2018 exec vp chief scientific stoffels paulus performed sale transaction worth 20.17 million .
113,they buy,sale 129.86 eliminated 155.34 thousand shares insider portfolio position .
114,they buy,meanwhile shares recorded 6.06 percent increase since transaction reported .
115,they buy,insider left 202.56 thousand shares remaining account .
116,they sell,stoffels paulus performs exec vp chief scientific job sold 102.69 thousand shares 13.67 million .
117,they buy,disposal occurred 07/24/2017 priced 133.14 per share .
118,they buy,share price soared 3.45 percent since reporting date .
119,they buy,stoffels paulus left stake 127.65 thousand jnj stock worth 17.58 million insider selling .
120,they buy,12-month median price target johnson johnson jnj assigned analysts stands 143 represents return potential 3.83 percent compared closing price stock 137.73 wednesday october 10. lowest price target stock 119 slightly percent jnj current share price .
121,they buy,stock probably climb 4.4 percent next 12 months according price target estimates compiled finviz .
122,they buy,meanwhile set 160-month high price target .
123,they buy,represents whopping 16.17 percent increase shares trading today .
124,they buy,momentum oscillators front rsi touched 48.74 daily chart may remain cause concern .
125,they buy,price breaks 135.91 level closing basis may see profit booking stock may show weakness .
126,they buy,flipside hitting 139.55 mark may result pull-back move towards 141.37 level .
127,they buy,stock currently hovering around first support level 136.82 .
128,they buy,next support placed zone 135.91 .
129,they buy,till time jnj stock trades level bulls nothing fear .
130,they buy,shares johnson johnson jnj trading p/e ratio 25.44 times earnings reported past 12 months .
131,they buy,industry jnj operates average p/e 29.75. p/e ratio went low 18.43x high 25.74 5-year span .
132,they buy,sporting 4.59 price-to-sales ratio .
133,they buy,compare industry average p/s 4.59 .
134,they buy,65.8 percent gross profit margin johnson johnson operating margin sits 22.1 percent .
135,they buy,along net profit margin 1.7 percent .
136,they buy,10th october johnson johnson nyse jnj shares ended lower volatile session .
137,they buy,shares dropped points percent 137.73 heavy trade volume 6.683 million shares .
138,they buy,opening session 139.35 shares went high 140.46 low 137.73 range within stock price traded throughout day .
139,they buy,firm left market cap 370 billion 2.69 billion shares outstanding .
140,they buy,johnson johnson jnj stock lost percent market value 21 trading days .
141,they buy,last reported earnings results jnj earned 2.1 per share better 2.07 adjusted expected thomson reuters consensus estimate .
142,they buy,revenue 20.8b better 20.4b analysts expected .
143,they buy,earnings estimated increase percent year 5.93 percent next year continue increase 7.5 percent annually next 5 years .
144,they buy,analysts forecasting revenue climb 1.9 percent 20b next fiscal quarter earnings seen soaring nearly 6.84 percent 2.03 per share .
145,they buy,history shown shares johnson johnson gone 19 different earnings reaction days predicted add 0.01 percent company reports upcoming earnings .
146,they buy,jnj stock trailing 3-year beta 0.65 offering possibility lower rate return also posing less risk .
147,they buy,portion company profit allocated outstanding share common stock 5.48 share trailing twelve months .
148,they buy,stock value fallen percent year date ytd rise 2.86 percent 12 month time .
149,they buy,company shares still trade percent away 1-year high 148.32 16.11 percent 52-week low 118.62 .
150,they sell,average consensus rating company 2.4 scale 5 equates unanimous sell rating .
151,they sell,short mean analyst recommendations calling stock sell .
152,they buy,ky skyscr adsbygoogle window.adsbygoogle .push analysts forecasting revenue climb 1.9 percent 20b next fiscal quarter earnings seen soaring nearly 6.84 percent 2.03 per share .
153,they buy,history shown shares johnson johnson gone 19 different earnings reaction days predicted add 0.01 percent company reports upcoming earnings .
154,they buy,last reported earnings results earned 2.1 per share better 2.07 adjusted expected thomson reuters consensus estimate .
155,they buy,revenue 20.8b better 20.4b analysts expected .
156,they buy,earnings estimated increase percent year 5.93 percent next year continue increase 7.5 percent annually next 5 years .
157,they buy,johnson johnson jnj probably climb 3.3 percent next 12 months according price target estimates compiled finviz .
158,they buy,meanwhile set 160-month high price target .
159,they buy,represents whopping 14.94 percent increase shares trading today .
160,they buy,12-month median price target assigned analysts stands 143 represents return potential 2.73 percent compared closing price stock 139.2 tuesday october 09. lowest price target stock 119 slightly percent jnj current share price .
161,they buy,stock currently hovering around first support level 138.13 .
162,they buy,next support placed zone 137.07 .
163,they buy,till time jnj stock trades level bulls nothing fear .
164,they buy,momentum oscillators front rsi touched 55.41 daily chart may remain cause concern .
165,they buy,price breaks 137.07 level closing basis may see profit booking stock may show weakness .
166,they buy,flipside hitting 139.94 mark may result pull-back move towards 140.69 level .
167,they buy,9th october johnson johnson nyse jnj shares ended lower volatile session .
168,they buy,shares dropped points percent 139.2 light trade volume 4.475 million shares .
169,they buy,opening session 138.74 shares went high 139.62 low 137.81 range within stock price traded throughout day .
170,they buy,firm left market cap 374 billion 2.69 billion shares outstanding .
171,they buy,johnson johnson jnj stock gained 1.45 percent market value 21 trading days .
172,they buy,jnj stock trailing 3-year beta 0.65 offering possibility lower rate return also posing less risk .
173,they buy,portion company profit allocated outstanding share common stock 5.48 share trailing twelve months .
174,they buy,stock value fallen percent year date ytd rise 4.31 percent 12 month time .
175,they buy,company shares still trade percent away 1-year high 148.32 17.35 percent 52-week low 118.62 .
176,they sell,average consensus rating company 2.4 scale 5 equates unanimous sell rating .
177,they sell,short mean analyst recommendations calling stock sell .
178,they buy,shares johnson johnson jnj trading p/e ratio 25.44 times earnings reported past 12 months .
179,they buy,industry jnj operates average p/e 29.75. p/e ratio went low 18.43x high 25.74 5-year span .
180,they buy,sporting 4.64 price-to-sales ratio .
181,they buy,compare industry average p/s 4.59 .
182,they buy,65.8 percent gross profit margin johnson johnson operating margin sits 22.1 percent .
183,they buy,along net profit margin 1.7 percent .
184,they buy,let take look insider activity johnson johnson nyse jnj see pattern .
185,they buy,earliest insider trade took place 09/07/2018 .
186,they buy,kapusta ronald parted total 7.9 thousand shares company average share price 137.18 .
187,they buy,total sales set 1.08 million .
188,they buy,transaction controller cao account balance stood 26.49 thousand shares .
189,they buy,stock grew 1.61 percent since insider sale .
190,they sell,08/27/2018 sneed michael e evp global corp aff coo sold 29 thousand shares price per share 134.8 .
191,they buy,removed 3.91 million shares insider fortune stock saw 3.41 percent rally value since news became public .
192,they buy,transaction left 33.67 thousand shares evp global corp aff coo account .
193,they buy,02/15/2018 exec vp chief scientific stoffels paulus performed sale transaction worth 20.17 million .
194,they buy,sale 129.86 eliminated 155.34 thousand shares insider portfolio position .
195,they buy,meanwhile shares recorded 7.34 percent increase since transaction reported .
196,they buy,insider left 202.56 thousand shares remaining account .
197,they sell,stoffels paulus performs exec vp chief scientific job sold 102.69 thousand shares 13.67 million .
198,they buy,disposal occurred 07/24/2017 priced 133.14 per share .
199,they buy,share price soared 4.69 percent since reporting date .
200,they buy,stoffels paulus left stake 127.65 thousand jnj stock worth 17.77 million insider selling .
