,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"14,914,000","14,485,000","13,609,000","12,961,000"
2,Cost of Revenue,"9,249,000","9,021,000","8,486,000","8,231,000"
3,Gross Profit,"5,665,000","5,464,000","5,123,000","4,730,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"1,453,000","1,468,000","1,410,000","1,343,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"12,179,000","11,865,000","11,197,000","10,885,000"
10,Operating Income or Loss,"2,735,000","2,620,000","2,412,000","2,076,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-359,000","-429,000","-590,000","-1,016,000"
13,Earnings Before Interest and Taxes,"2,735,000","2,620,000","2,412,000","2,076,000"
14,Interest Expense,"-384,000","-368,000","-385,000","-391,000"
15,Income Before Tax,"2,376,000","2,191,000","1,822,000","1,060,000"
16,Income Tax Expense,"453,000","242,000","642,000","308,000"
17,Minority Interest,"1,000","23,000","23,000","22,000"
18,Net Income From Continuing Ops,"1,923,000","1,949,000","1,180,000","752,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"1,925,000","1,949,000","1,182,000","753,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"1,925,000","1,949,000","1,182,000","753,000"
