,0,1,2,3,4
0,Revenue,2/28/2019,2/28/2018,2/28/2017,2/29/2016
1,Total Revenue,"19,146,000","17,976,809","16,637,118","15,832,575"
2,Cost of Revenue,"16,226,719","15,226,768","14,084,840","13,421,779"
3,Gross Profit,"2,919,281","2,750,041","2,552,278","2,410,796"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"1,730,300","1,617,100","1,488,504","1,351,935"
7,Non Recurring,-,-,-,-
8,Others,-25,-49,-49,-49
9,Total Operating Expenses,"17,956,994","16,843,819","15,573,344","14,773,714"
10,Operating Income or Loss,"1,189,006","1,132,990","1,063,774","1,058,861"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-76,200","-69,382","-57,369","-48,917"
13,Earnings Before Interest and Taxes,"1,189,006","1,132,990","1,063,774","1,058,861"
14,Interest Expense,"-75,792","-70,745","-56,416","-36,358"
15,Income Before Tax,"1,112,806","1,063,608","1,006,405","1,009,944"
16,Income Tax Expense,"270,393","399,496","379,435","386,516"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"842,413","664,112","626,970","623,428"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"842,413","664,112","626,970","623,428"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"842,413","664,112","626,970","623,428"
