,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"3,724,200","3,138,200","2,706,500","2,367,400"
2,Cost of Revenue,"1,120,100","928,400","813,600","789,500"
3,Gross Profit,"2,604,100","2,209,800","1,892,900","1,577,900"
4,Operating Expenses,,,,
5,Research Development,"418,100","328,600","239,600","197,400"
6,Selling General and Administrative,"986,600","793,000","691,500","627,300"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"2,524,800","2,050,000","1,744,700","1,614,200"
10,Operating Income or Loss,"1,199,400","1,088,200","961,800","753,200"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"34,900","16,600","23,500","5,300"
13,Earnings Before Interest and Taxes,"1,199,400","1,088,200","961,800","753,200"
14,Interest Expense,-,-,-,-
15,Income Before Tax,"1,279,500","1,104,800","985,300","758,500"
16,Income Tax Expense,"154,500","433,900","247,000","169,700"
17,Minority Interest,"8,700","1,600","1,600","1,600"
18,Net Income From Continuing Ops,"1,125,000","670,900","738,300","588,800"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"1,127,900","670,900","738,300","588,800"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"1,127,900","670,900","738,300","588,800"
