,assoc,values
0,they sell,zacks investment research sales calculations average based survey sell-side research analysts cover wyndham destinations .
1,they buy,set buy rating 65.00 price target stock .
2,they buy,zacks investment research upgraded shares wyndham destinations hold rating buy rating set 50.00 price target stock report saturday august 11th .
3,they buy,four research analysts rated stock hold rating five assigned buy rating company .
4,they buy,stock consensus rating buy consensus price target 58.71 .
5,they sell,related news director george herrera sold 747 shares business stock transaction occurred thursday august 16th .
6,they sell,"shares sold average price 44.61 total transaction 33,323.67 ."
7,they buy,"shares bought average cost 45.20 per share total transaction 271,200.00 ."
8,they buy,"robeco institutional asset management b.v. bought new stake wyndham destinations third quarter worth approximately 3,815,000 ."
9,they buy,"finally palo capital inc. bought new stake wyndham destinations third quarter worth approximately 841,000 ."
10,they buy,zacks investment research cut shares wyndham destinations buy rating hold rating research report saturday october 13th .
11,they buy,set buy rating 65.00 target price stock .
12,they buy,four research analysts rated stock hold rating five issued buy rating company stock .
13,they buy,wyndham destinations currently consensus rating buy average price target 58.71 .
14,they sell,also director george herrera sold 747 shares business stock transaction dated thursday august 16th .
15,they sell,"stock sold average price 44.61 total transaction 33,323.67 ."
16,they buy,name required mail published required wyndham destinations nasdaq wynd downgraded zacks investment research buy rating hold rating report released saturday october 13th .
17,they buy,issued buy rating 65.00 target price stock .
18,they buy,four research analysts rated stock hold rating five issued buy rating company stock .
19,they buy,wyndham destinations currently average rating buy average target price 58.71 .
20,they buy,"news insider michael dean brown bought 6,000 shares business stock transaction tuesday august 21st ."
21,they sell,also director george herrera sold 747 shares business stock transaction occurred thursday august 16th .
22,they sell,"shares sold average price 44.61 total value 33,323.67 ."
23,they buy,arizona state retirement system increased holdings shares wyndham destinations 25.1 3rd quarter .
24,they buy,north star asset management inc. increased holdings shares wyndham destinations 2.2 3rd quarter .
25,they buy,russell investments group ltd. increased holdings shares wyndham destinations 44.1 3rd quarter .
26,they sell,"see also much money need begin day trading viewcount type=a id=1098666 get free copy zacks research report wyndham destinations wynd information research offerings zacks investment research visit zacks.com keyword wyndham destinations nasdaq wynd wynd consumer service downgrade zacks investment researchratings:4,8 nasdaq wyndrefreshed2 receive news ratings wyndham destinations daily enter email address receive concise daily summary latest news analysts ratings wyndham destinations related companies marketbeat.com free daily email newsletter ."
27,they sell,ranger energy services rngr upgraded hold zacks investment research accelerate diagnostics axdx lowered strong sell bidaskclub wall street brokerages forecast wyndham destinations nasdaq wynd report 1.06 billion sales current quarter zacks reports .
28,they sell,also director george herrera sold 747 shares business stock transaction occurred thursday august 16th .
29,they sell,"shares sold average price 44.61 total transaction 33,323.67 ."
30,they buy,"robeco institutional asset management b.v. bought new stake wyndham destinations 3rd quarter valued 3,815,000 ."
31,they buy,"palo capital inc. bought new stake wyndham destinations 3rd quarter valued 841,000 ."
32,they buy,bok financial co. bokf expected announce quarterly sales 427.26 million zacks analysts expect edgewell personal care co epc post 1.08 earnings per share merian global investors uk ltd bought new position wyndham destinations nasdaq wynd third quarter according company recent filing securities exchange commission .
33,they buy,"firm bought 51,029 shares company stock valued approximately 2,212,000 ."
34,they sell,several institutional investors hedge funds also recently bought sold shares company .
35,they sell,related news director george herrera sold 747 shares business stock transaction thursday august 16th .
36,they sell,"stock sold average price 44.61 total value 33,323.67 ."
37,they buy,name required mail published required wyndham destinations nasdaq wynd downgraded zacks investment research buy rating hold rating report released saturday october 13th .
38,they buy,set buy rating 65.00 price objective stock .
39,they buy,four analysts rated stock hold rating five issued buy rating stock .
40,they buy,company presently average rating buy consensus target price 58.71 .
41,they sell,related news director george herrera sold 747 shares business stock transaction occurred thursday august 16th .
42,they sell,"stock sold average price 44.61 total transaction 33,323.67 ."
43,they buy,"also insider michael dean brown bought 6,000 shares firm stock transaction occurred tuesday august 21st ."
44,they sell,several hedge funds recently bought sold shares stock .
45,they buy,increased holdings shares wyndham destinations 21.7 3rd quarter .
46,they buy,"finally huntington national bank bought new stake wyndham destinations 2nd quarter valued 128,000 ."
47,they sell,"read insider trading harmful viewcount type=a id=1098666 get free copy zacks research report wyndham destinations wynd information research offerings zacks investment research visit zacks.com keyword wyndham destinations nasdaq wynd wynd consumer service downgrade zacks investment researchratings:4,8 nasdaq wyndrefreshed2 receive news ratings wyndham destinations daily enter email address receive concise daily summary latest news analysts ratings wyndham destinations related companies marketbeat.com free daily email newsletter ."
48,they buy,zacks investment research lowered wyndham destinations buy rating hold rating report saturday october 13th .
49,they buy,issued buy rating 65.00 target price company .
50,they buy,four equities research analysts rated stock hold rating five given buy rating company .
51,they buy,stock average rating buy consensus target price 58.71 .
52,they sell,also director george herrera sold 747 shares business stock transaction occurred thursday august 16th .
53,they sell,"shares sold average price 44.61 total value 33,323.67 ."
54,they buy,zacks investment research raised shares wyndham destinations hold rating buy rating set 50.00 target price company research note saturday august 11th .
55,they buy,set buy rating 65.00 target price company .
56,they buy,issued buy rating 69.00 price objective company .
57,they buy,four analysts rated stock hold rating five issued buy rating company stock .
58,they buy,wyndham destinations presently consensus rating buy average price target 58.71 .
59,they sell,wyndham destinations news director george herrera sold 747 shares business stock transaction dated thursday august 16th .
60,they sell,"shares sold average price 44.61 total value 33,323.67 ."
61,they buy,"also insider michael dean brown bought 6,000 shares wyndham destinations stock transaction tuesday august 21st ."
62,they sell,several institutional investors hedge funds recently bought sold shares company .
63,they buy,russell investments group ltd. increased holdings shares wyndham destinations 44.1 third quarter .
64,they buy,strs ohio increased holdings shares wyndham destinations 65.5 third quarter .
65,they buy,finally first citizens bank trust co. increased holdings shares wyndham destinations 98.0 third quarter .
66,they sell,"reading cash flowviewcount type=a id=1098017 keyword wyndham destinations nasdaq wynd wynd consumer service downgrade thestreetratings:4,8 nasdaq wyndrefreshed2 receive news ratings wyndham destinations daily enter email address receive concise daily summary latest news analysts ratings wyndham destinations related companies marketbeat.com free daily email newsletter ."
67,they buy,zacks investment research raised wyndham destinations hold rating buy rating set 50.00 target price stock report saturday august 11th .
68,they buy,set buy rating 65.00 target price stock .
69,they buy,set buy rating 69.00 target price stock .
70,they buy,four investment analysts rated stock hold rating five given buy rating company .
