,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"5,384,000","4,882,000","4,513,000","4,367,000"
2,Cost of Revenue,-,-,-,-
3,Gross Profit,"5,384,000","4,882,000","4,513,000","4,367,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"2,852,000","2,754,000","2,684,000","2,668,000"
7,Non Recurring,-,-,-,-
8,Others,"442,000","428,000","429,000","468,000"
9,Total Operating Expenses,"3,294,000","3,182,000","3,113,000","3,136,000"
10,Operating Income or Loss,"2,090,000","1,700,000","1,400,000","1,231,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-178,000","-166,000","-137,000","37,000"
13,Earnings Before Interest and Taxes,-,-,-,-
14,Interest Expense,-,-,-,-
15,Income Before Tax,"1,912,000","1,534,000","1,263,000","1,268,000"
16,Income Tax Expense,"260,000","489,000","423,000","403,000"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"1,652,000","1,045,000","840,000","865,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"1,652,000","1,045,000","840,000","865,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"1,638,000","1,031,000","833,000","865,000"
