,assoc,values
0,they sell,"wilbanks smith thomas asset management llc sold 7,640 shares company stock declined 4.08 stock markets rallied ."
1,they buy,stock increased 0.91 0.36 last trading session reaching 39.97 .
2,they buy,historical pfe news 20/03/2018 roche tecentriq chemotherapy phase iii impower131 study met co-primary endpoint 23/05/2018 fda grants breakthrough therapy designation tafamidis treatment patients transthyretin cardiomyopathy 23/03/2018 glaxosmithkline ends talks pfizer consumer-healthcare unit 01/05/2018 pfe gotten acceptable offer consumer health unit 29/05/2018 pfizer xalkori® crizotinib receives fda breakthrough therapy designation two new indications 09/04/2018 allogene therapeutics completes agreement pfizer allogeneic car immuno-oncology portfolio 16/05/2018 phase lll impower150 study showed genentech tecentriq avastin plus carboplatin paclitaxel helped people specific type metastatic lung cancer live significantly longer compared 11/04/2018 pfizer inc pfe.n berenberg raises target price 37 36 16/03/2018 ian read btw pfe 40 years wanted noncompete 25/04/2018 asklepios biopharma pfizer dosed first patient mini-dystrophin gene therapy phase 1b trial manatuck hill partners llc increased stake vertex energy inc vtnr 225.92 based latest 2018q4 regulatory filing sec .
3,they buy,manatuck hill partners llc bought 1.35m shares company stock declined 11.19 stock markets rallied .
4,they sell,"historical vtnr news 11/05/2018 vertex resource group lenders agreed provide co 70 mln senior secured credit facilities three-year term 06/04/2018 stat plus new york panel review vertex pricing first test new law 16/04/2018 transformational tax executive michael davis joins vertex 20/04/2018 l3 vertex bidders submit refresh bids sources say 22:27 bst20 apr 2018 proprietary 20/03/2018 stat plus vertex battles u.k. price cystic fibrosis drug 26/04/2018 stat plus new york panel votes lower cost pricey vertex drug cystic fibrosis 26/04/2018 stat plus vertex latest cystic fibrosis drug reports strong sales first quarter since approval 01/05/2018 l3 sell vertex aerospace 540m cash 28/03/2018 atidot says raised 5 mln series funding round led vertex ventures 01/05/2018 l3 signs pact sell vertex aerospace american industrial p manatuck hill partners llc manages 1.24b 193.84m us long portfolio decreased stake vicor corp nasdaq vicr 26,697 shares 99,297 shares valued 3.75 million 2018q4 according filing ."
5,they buy,"also increased holding vanguard charlotte fds bndx 243,606 shares quarter total 410,358 shares risen stake spdr index shs fds gmm ."
6,they sell,dived 42 investors sold pfe shares 792 reduced holdings .
7,they buy,sheets smith wealth mngmt invested 0.56 pfizer inc. nyse pfe .
8,they buy,"moreover dubuque state bank 0.33 invested pfizer inc. nyse pfe 42,164 shares ."
9,they buy,ckw fincl grp invested 0 pfizer inc. nyse pfe .
