,0,1
0,Market Cap (intraday) 5,15.51B
1,Enterprise Value 3,28.2B
2,Trailing P/E ,9.94
3,Forward P/E 1,8.96
4,PEG Ratio (5 yr expected) 1,1.06
5,Price/Sales (ttm),2.80
6,Price/Book (mrq),1.09
7,Enterprise Value/Revenue 3,5.10
8,Enterprise Value/EBITDA 6,N/A
,0,1
0,Fiscal Year Ends ,"Dec 31, 2018"
1,Most Recent Quarter (mrq),"Dec 31, 2018"
,0,1
0,Profit Margin ,31.79%
1,Operating Margin (ttm),35.77%
,0,1
0,Return on Assets (ttm),1.25%
1,Return on Equity (ttm),10.02%
,0,1
0,Revenue (ttm),5.53B
1,Revenue Per Share (ttm),5.07
2,Quarterly Revenue Growth (yoy),-8.70%
3,Gross Profit (ttm),5.57B
4,EBITDA ,N/A
5,Net Income Avi to Common (ttm),1.5B
6,Diluted EPS (ttm),1.53
7,Quarterly Earnings Growth (yoy),21.20%
,0,1
0,Total Cash (mrq),2.39B
1,Total Cash Per Share (mrq),2.35
2,Total Debt (mrq),14.36B
3,Total Debt/Equity (mrq),N/A
4,Current Ratio (mrq),N/A
5,Book Value Per Share (mrq),13.92
,0,1
0,Operating Cash Flow (ttm),2.28B
1,Levered Free Cash Flow (ttm),N/A
,0,1
0,Beta (3Y Monthly) ,1.60
1,52-Week Change 3,-17.63%
2,S&P500 52-Week Change 3,10.70%
3,52 Week High 3,19.99
4,52 Week Low 3,12.39
5,50-Day Moving Average 3,15.39
6,200-Day Moving Average 3,15.85
,0,1
0,Avg Vol (3 month) 3,12.82M
1,Avg Vol (10 day) 3,12.48M
2,Shares Outstanding 5,1.02B
3,Float ,1.01B
4,% Held by Insiders 1,0.50%
5,% Held by Institutions 1,76.63%
6,"Shares Short (Mar 15, 2019) 4",17.88M
7,"Short Ratio (Mar 15, 2019) 4",1.6
8,"Short % of Float (Mar 15, 2019) 4",2.01%
9,"Short % of Shares Outstanding (Mar 15, 2019) 4",1.76%
10,"Shares Short (prior month Feb 15, 2019) 4",14.52M
,0,1
0,Forward Annual Dividend Rate 4,0.56
1,Forward Annual Dividend Yield 4,3.77%
2,Trailing Annual Dividend Rate 3,0.46
3,Trailing Annual Dividend Yield 3,3.04%
4,5 Year Average Dividend Yield 4,2.09
5,Payout Ratio 4,33.82%
6,Dividend Date 3,"Apr 1, 2019"
7,Ex-Dividend Date 4,"Mar 7, 2019"
8,Last Split Factor (new per old) 2,1/1
9,Last Split Date 3,"Jul 1, 2004"
