,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"5,573,000","5,610,000","5,342,000","5,074,000"
2,Cost of Revenue,-,-,-,-
3,Gross Profit,"5,573,000","5,610,000","5,342,000","5,074,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"2,694,000","2,787,000","2,761,000","2,667,000"
7,Non Recurring,-,-,-,-
8,Others,"860,000","880,000","873,000","863,000"
9,Total Operating Expenses,"3,554,000","3,667,000","3,634,000","3,530,000"
10,Operating Income or Loss,"2,019,000","1,943,000","1,708,000","1,544,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-64,000","-72,000","-36,000","-14,000"
13,Earnings Before Interest and Taxes,-,-,-,-
14,Interest Expense,-,-,-,-
15,Income Before Tax,"1,955,000","1,871,000","1,672,000","1,530,000"
16,Income Tax Expense,"387,000","614,000","514,000","455,000"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"1,568,000","1,257,000","1,158,000","1,075,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,"191,000","6,000","5,000","-13,000"
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"1,759,000","1,263,000","1,163,000","1,062,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"1,695,000","1,199,000","1,099,000","998,000"
