,0,1,2,3,4
0,Revenue,2/3/2019,1/28/2018,1/29/2017,1/31/2016
1,Total Revenue,"3,288,319","2,649,181","2,344,392","2,060,523"
2,Cost of Revenue,"1,472,032","1,241,693","1,144,775","1,063,357"
3,Gross Profit,"1,816,287","1,407,488","1,199,617","997,166"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"1,111,844","911,581","770,151","640,048"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"2,583,876","2,153,274","1,914,926","1,703,405"
10,Operating Income or Loss,"704,443","495,907","429,466","357,118"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"10,807","-35,909","-6,737","11,377"
13,Earnings Before Interest and Taxes,"704,443","495,907","429,466","357,118"
14,Interest Expense,-,-,"-1,700","-3,500"
15,Income Before Tax,"715,250","459,998","422,729","368,495"
16,Income Tax Expense,"231,449","201,336","119,348","102,448"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"483,801","258,662","303,381","266,047"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"483,801","258,662","303,381","266,047"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"483,801","258,662","303,381","266,047"
