,0,1,2,3,4
0,Revenue,3/31/2018,4/1/2017,4/2/2016,3/28/2015
1,Total Revenue,"6,182,300","6,652,800","7,405,200","7,620,300"
2,Cost of Revenue,"2,423,000","2,803,800","3,198,100","3,242,400"
3,Gross Profit,"3,759,300","3,849,000","4,207,100","4,377,900"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"2,790,100","2,857,300","3,096,300","3,300,300"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"5,518,500","5,974,800","6,610,600","6,567,900"
10,Operating Income or Loss,"663,800","678,000","794,600","1,052,400"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-174,600","-782,900","-242,800","-65,000"
13,Earnings Before Interest and Taxes,"663,800","678,000","794,600","1,052,400"
14,Interest Expense,"-18,200","-12,400","-21,000","-16,700"
15,Income Before Tax,"489,200","-104,900","551,800","987,400"
16,Income Tax Expense,"326,400","-5,600","155,400","285,200"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"162,800","-99,300","396,400","702,200"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"162,800","-99,300","396,400","702,200"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"162,800","-99,300","396,400","702,200"
