,0,1,2,3,4
0,Revenue,2/28/2018,2/28/2017,2/29/2016,2/28/2015
1,Total Revenue,"7,585,000","7,331,500","6,548,400","6,028,000"
2,Cost of Revenue,"3,730,000","3,782,000","3,587,700","3,449,400"
3,Gross Profit,"3,855,000","3,549,500","2,960,700","2,578,600"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"1,378,100","1,290,600","1,124,300","1,045,400"
7,Non Recurring,-,-,-,-
8,Others,"-2,400","2,600","2,600","2,600"
9,Total Operating Expenses,"5,105,700","5,075,200","4,712,000","4,494,800"
10,Operating Income or Loss,"2,479,300","2,256,300","1,836,400","1,533,200"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-136,600","-162,900","-335,200","-353,600"
13,Earnings Before Interest and Taxes,"2,479,300","2,256,300","1,836,400","1,533,200"
14,Interest Expense,"-332,000","-333,300","-313,900","-342,100"
15,Income Before Tax,"2,342,700","2,093,400","1,501,200","1,179,600"
16,Income Tax Expense,"11,900","554,200","440,600","343,400"
17,Minority Interest,"16,600","-6,400","132,200","110,600"
18,Net Income From Continuing Ops,"2,330,800","1,539,200","1,060,600","836,200"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"2,318,900","1,535,100","1,054,900","839,300"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"2,318,900","1,535,100","1,054,900","839,300"
