,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"1,426,500","1,276,900","1,250,600","1,201,500"
2,Cost of Revenue,-,-,-,-
3,Gross Profit,"1,426,500","1,276,900","1,250,600","1,201,500"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"783,700","716,700","713,700","689,600"
7,Non Recurring,-,-,-,-
8,Others,"75,100","86,400","75,000","82,000"
9,Total Operating Expenses,"858,800","803,100","788,700","771,600"
10,Operating Income or Loss,"567,700","473,800","461,900","429,900"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-100,600","-64,300","-71,400","-49,300"
13,Earnings Before Interest and Taxes,-,-,-,-
14,Interest Expense,-,-,-,-
15,Income Before Tax,"467,100","409,500","390,500","380,600"
16,Income Tax Expense,"129,900","128,500","130,400","128,900"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"337,200","281,000","260,100","251,700"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"337,200","281,000","260,100","251,700"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"322,600","278,300","259,000","250,500"
