,0,1,2,3,4
0,Revenue,12/29/2018,12/30/2017,12/31/2016,12/26/2015
1,Total Revenue,"64,661,000","63,525,000","62,799,000","63,056,000"
2,Cost of Revenue,"29,378,000","28,796,000","28,222,000","28,731,000"
3,Gross Profit,"35,283,000","34,729,000","34,577,000","34,325,000"
4,Operating Expenses,,,,
5,Research Development,"680,000","737,000","760,000","754,000"
6,Selling General and Administrative,"23,981,000","23,530,000","23,584,000","23,562,000"
7,Non Recurring,-,-,-,-
8,Others,"-3,000","-1,000","4,000","4,000"
9,Total Operating Expenses,"54,036,000","53,062,000","52,570,000","53,047,000"
10,Operating Income or Loss,"10,625,000","10,463,000","10,229,000","10,009,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-1,436,000","-861,000","-1,676,000","-2,567,000"
13,Earnings Before Interest and Taxes,"10,625,000","10,463,000","10,229,000","10,009,000"
14,Interest Expense,"-1,525,000","-1,151,000","-1,342,000","-970,000"
15,Income Before Tax,"9,189,000","9,602,000","8,553,000","7,442,000"
16,Income Tax Expense,"-3,370,000","4,694,000","2,174,000","1,941,000"
17,Minority Interest,"84,000","92,000","104,000","107,000"
18,Net Income From Continuing Ops,"12,559,000","4,908,000","6,379,000","5,501,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"12,515,000","4,857,000","6,329,000","5,452,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"12,513,000","4,853,000","6,323,000","5,446,000"
