,0,1
0,Market Cap (intraday) 5,14.79B
1,Enterprise Value 3,13.55B
2,Trailing P/E ,16.69
3,Forward P/E 1,10.54
4,PEG Ratio (5 yr expected) 1,0.88
5,Price/Sales (ttm),3.85
6,Price/Book (mrq),3.64
7,Enterprise Value/Revenue 3,3.53
8,Enterprise Value/EBITDA 6,8.51
,0,1
0,Fiscal Year Ends ,"Sep 29, 2017"
1,Most Recent Quarter (mrq),"Jun 29, 2018"
,0,1
0,Profit Margin ,23.78%
1,Operating Margin (ttm),34.25%
,0,1
0,Return on Assets (ttm),18.10%
1,Return on Equity (ttm),22.91%
,0,1
0,Revenue (ttm),3.84B
1,Revenue Per Share (ttm),21.06
2,Quarterly Revenue Growth (yoy),-0.70%
3,Gross Profit (ttm),1.84B
4,EBITDA ,1.59B
5,Net Income Avi to Common (ttm),914.2M
6,Diluted EPS (ttm),4.95
7,Quarterly Earnings Growth (yoy),16.40%
,0,1
0,Total Cash (mrq),1.54B
1,Total Cash Per Share (mrq),8.62
2,Total Debt (mrq),N/A
3,Total Debt/Equity (mrq),N/A
4,Current Ratio (mrq),7.34
5,Book Value Per Share (mrq),22.72
,0,1
0,Operating Cash Flow (ttm),1.49B
1,Levered Free Cash Flow (ttm),749.9M
,0,1
0,Beta (3Y Monthly) ,0.99
1,52-Week Change 3,-25.63%
2,S&P500 52-Week Change 3,6.61%
3,52 Week High 3,115.98
4,52 Week Low 3,79.27
5,50-Day Moving Average 3,87.21
6,200-Day Moving Average 3,93.35
,0,1
0,Avg Vol (3 month) 3,1.86M
1,Avg Vol (10 day) 3,2.3M
2,Shares Outstanding 5,178.98M
3,Float ,178.34M
4,% Held by Insiders 1,0.35%
5,% Held by Institutions 1,83.72%
6,"Shares Short (Oct 15, 2018) 4",5.55M
7,"Short Ratio (Oct 15, 2018) 4",3.03
8,"Short % of Float (Oct 15, 2018) 4",3.91%
9,"Short % of Shares Outstanding (Oct 15, 2018) 4",3.10%
10,"Shares Short (prior month Sep 14, 2018) 4",5.89M
,0,1
0,Forward Annual Dividend Rate 4,1.52
1,Forward Annual Dividend Yield 4,1.78%
2,Trailing Annual Dividend Rate 3,1.28
3,Trailing Annual Dividend Yield 3,1.55%
4,5 Year Average Dividend Yield 4,N/A
5,Payout Ratio 4,25.86%
6,Dividend Date 3,"Aug 28, 2018"
7,Ex-Dividend Date 4,"Aug 6, 2018"
8,Last Split Factor (new per old) 2,2/1
9,Last Split Date 3,"Apr 20, 2000"
