,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"21,758,000","21,667,000","22,559,000","20,918,000"
2,Cost of Revenue,"14,565,000","14,629,000","15,428,000","14,115,000"
3,Gross Profit,"7,193,000","7,038,000","7,131,000","6,803,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"2,988,000","2,780,000","2,796,000","2,606,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"17,553,000","17,409,000","18,224,000","16,721,000"
10,Operating Income or Loss,"4,205,000","4,258,000","4,335,000","4,197,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-222,000","-240,000","-268,000","-335,000"
13,Earnings Before Interest and Taxes,"4,205,000","4,258,000","4,335,000","4,197,000"
14,Interest Expense,"-222,000","-240,000","-268,000","-284,000"
15,Income Before Tax,"3,983,000","4,018,000","4,067,000","3,862,000"
16,Income Tax Expense,"1,063,000","-586,000","1,408,000","1,329,000"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"2,920,000","4,604,000","2,659,000","2,533,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"2,920,000","4,604,000","2,659,000","2,533,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"2,920,000","4,604,000","2,659,000","2,533,000"
