,assoc,values
0,they buy,average analysts currently moderate buy recommendation mean rating 3.62. comparison average recommendation month ago moderate buy average rating 3.43. similarly average rating observed 2 months ago hold mean numerical rating 3.29 average rating observed 3 months ago hold mean numerical rating 3.29 .
1,they buy,"mount yale investment advisors llc bought new position shares hcp 2nd quarter worth 104,000 ."
2,they buy,"piedmont investment advisors llc bought new position shares hcp 2nd quarter worth 142,000 ."
3,they buy,peoples financial services corp. increased stake shares hcp 87.7 3rd quarter .
4,they buy,"reliance trust co. delaware bought new position shares hcp 2nd quarter worth 211,000 ."
5,they buy,"finally lourd capital llc bought new position shares hcp 3rd quarter worth 211,000 ."
6,they buy,stifel nicolaus set 28.00 price target shares hcp gave stock buy rating research note friday august 3rd .
7,they buy,mizuho restated buy rating set 29.00 price objective shares hcp research note monday august 13th .
8,they buy,bank america raised price objective shares hcp 27.50 28.00 gave company buy rating research note monday september 17th .
9,they sell,two equities research analysts rated stock sell rating eleven assigned hold rating four issued buy rating stock .
10,they sell,number hedge funds also recently bought sold shares hcp .
11,they buy,bank america boosted price target hcp 27.50 28.00 gave company buy rating report monday september 17th .
12,they buy,stifel nicolaus set 28.00 price target hcp gave company buy rating report friday august 3rd .
13,they sell,two investment analysts rated stock sell rating eleven issued hold rating four given buy rating stock .
14,they sell,valuengine raised hcp sell rating hold rating research report thursday july 5th .
15,they sell,zacks investment research downgraded hcp hold rating sell rating research report tuesday july 31st .
16,they buy,finally mizuho reaffirmed buy rating set 29.00 price target shares hcp research report monday august 13th .
17,they sell,two equities research analysts rated stock sell rating eleven assigned hold rating four issued buy rating stock .
18,they sell,average sell-side analysts forecast hcp inc. post 1.82 earnings per share current year .
19,they buy,"q1 2019 eps estimates check point software technologies ltd. increased piper jaffray companies chkp first quadrant l p ca acquires shares 8,194 globus medical inc gmed jpmorgan chase co. cut shares hcp nyse hcp overweight rating neutral rating report published friday october 5th marketbeat reports ."
20,they sell,valuengine lowered shares hcp sell rating strong sell rating research note wednesday june 13th .
21,they sell,zacks investment research cut shares hcp hold rating sell rating report tuesday july 31st .
22,they buy,finally mizuho reissued buy rating set 29.00 price objective shares hcp report monday august 13th .
23,they sell,two equities research analysts rated stock sell rating eleven issued hold rating four issued buy rating company .
24,they buy,"quadrature capital ltd bought new position shares hcp first quarter worth approximately 376,000 ."
25,they sell,"featured story liquidityviewcount type=a id=1093971 keyword hcp nyse hcp hcp finance,40414l10 downgrade jpmorgan chase co.ratings:3,15 nyse hcprefreshed3 receive news ratings hcp daily enter email address receive concise daily summary latest news analysts ratings hcp related companies marketbeat.com free daily email newsletter ."
26,they buy,peoples financial services corp. increased holdings shares hcp 87.7 3rd quarter .
27,they sell,valuengine upgraded shares hcp sell rating hold rating report thursday july 5th .
28,they buy,morgan stanley increased price target shares hcp 23.50 25.00 gave company equal weight rating report thursday august 16th .
29,they buy,robert w. baird increased price target shares hcp 24.00 26.00 gave company neutral rating report thursday august 9th .
30,they sell,finally zacks investment research upgraded shares hcp sell rating hold rating report tuesday august 7th .
31,they sell,two research analysts rated stock sell rating eleven assigned hold rating four issued buy rating company stock .
32,they sell,drop might tempting investor sell point fact would prove short-sighted mistake sell-side analysts think almost 9.48 gain yet come shareholders .
33,they buy,current time stock 4 buy 15 hold ratings .
34,they buy,posted kathy lenkie oct 29th 2018 comments jpmorgan chase co. downgraded shares hcp nyse hcp overweight rating neutral rating research note published friday october 5th marketbeat.com reports .
35,they buy,bank america increased target price hcp 27.50 28.00 gave stock buy rating research note monday september 17th .
36,they buy,stifel nicolaus set 28.00 target price hcp gave stock buy rating research note friday august 3rd .
37,they sell,two investment analysts rated stock sell rating eleven assigned hold rating four issued buy rating company stock .
38,they sell,"see also use new google finance toolviewcount type=a id=1093971 keyword hcp nyse hcp hcp finance,40414l10 downgrade jpmorgan chase co.ratings:3,15 nyse hcprefreshed3 receive news ratings hcp daily enter email address receive concise daily summary latest news analysts ratings hcp related companies marketbeat.com free daily email newsletter ."
39,they sell,zacks investment research sales averages mean average based survey sell-side research firms cover hcp .
40,they sell,number hedge funds recently bought sold shares business .
41,they buy,bank america boosted target price shares hcp 27.50 28.00 gave company buy rating research note monday september 17th .
42,they buy,jpmorgan chase co. downgraded shares hcp overweight rating neutral rating research note friday october 5th .
43,they buy,cantor fitzgerald upgraded shares hcp neutral rating overweight rating boosted target price company 28.00 29.00 research note thursday september 27th .
44,they sell,finally zacks investment research downgraded shares hcp hold rating sell rating research note tuesday july 31st .
45,they sell,two investment analysts rated stock sell rating eleven issued hold rating four issued buy rating company stock .
46,they sell,brookdale senior living inc. bkd given consensus rating hold brokerages valuengine downgrades roadrunner transportation systems rrts sell hcp inc. nyse hcp declared quarterly dividend thursday october 25th rtt news reports .
47,they sell,valuengine upgraded hcp sell rating hold rating research note thursday july 5th .
48,they sell,zacks investment research lowered hcp hold rating sell rating research note tuesday july 31st .
49,they buy,finally mizuho restated buy rating issued 29.00 target price shares hcp research note monday august 13th .
50,they sell,two investment analysts rated stock sell rating eleven assigned hold rating four issued buy rating company stock .
51,they sell,wedbush analysts give aquestive therapeutics aqst 34.00 price target wolfe research downgrades wec energy group wec sell prospera financial services inc decreased holdings hcp inc. nyse hcp 22.0 3rd quarter according recent form 13f filing securities exchange commission .
52,they sell,several institutional investors hedge funds also bought sold shares company .
53,they buy,security capital research management inc. increased stake shares hcp 20.2 second quarter .
54,they buy,dimensional fund advisors lp increased stake shares hcp 1.4 second quarter .
55,they buy,resolution capital ltd increased stake shares hcp 118.1 second quarter .
56,they buy,schwab charles investment management inc. increased stake shares hcp 5.1 second quarter .
57,they buy,finally aew capital management l p increased stake shares hcp 131.4 second quarter .
58,they sell,valuengine upgraded shares hcp sell rating hold rating research note thursday july 5th .
59,they sell,finally zacks investment research upgraded shares hcp sell rating hold rating research note tuesday august 7th .
60,they sell,two research analysts rated stock sell rating eleven issued hold rating four assigned buy rating company stock .
61,they sell,middleby corp midd shares sold eulav asset management newsquare capital llc raised holdings hcp inc. nyse hcp 9.1 third quarter according company recent disclosure sec .
62,they buy,stifel nicolaus set 28.00 target price hcp gave stock buy rating report friday august 3rd .
63,they buy,mizuho reaffirmed buy rating set 29.00 target price shares hcp report monday august 13th .
64,they buy,bank america raised target price hcp 27.50 28.00 gave stock buy rating report monday september 17th .
65,they sell,two research analysts rated stock sell rating eleven assigned hold rating four given buy rating company .
66,they sell,valuengine upgraded shares hcp sell rating hold rating research report thursday july 5th .
