,assoc,values
0,they sell,average consensus rating company 2.2 scale 5 equates unanimous sell rating .
1,they sell,short mean analyst recommendations calling stock sell .
2,they buy,bidaskclub raised ihs markit hold rating buy rating research note tuesday december 4th .
3,they sell,zacks investment research raised ihs markit sell rating hold rating research report friday january 18th .
4,they sell,one investment analyst rated stock sell rating six given hold rating eleven given buy rating stock .
5,they buy,company presently average rating buy consensus target price 58.13 .
6,they sell,group sell-side analysts predict ihs markit post 2.12 eps current fiscal year .
7,they sell,"also evp jonathan gear sold 15,587 shares company stock transaction dated monday february 11th ."
8,they sell,"stock sold average price 52.51 total transaction 818,473.37 ."
9,they sell,"last ninety days insiders sold 82,450 shares company stock worth 4,297,355 ."
10,they buy,american century companies inc. increased stake shares ihs markit 0.4 fourth quarter .
11,they buy,dimensional fund advisors lp increased stake shares ihs markit 4.1 fourth quarter .
12,they buy,jack henry associates inc. jkhy shares bought northern trust corp ihs markit ltd nasdaq info earned consensus recommendation buy eighteen analysts presently covering firm marketbeat reports .
13,they sell,one analyst rated stock sell rating six assigned hold rating eleven given buy rating company .
14,they buy,bidaskclub upgraded shares ihs markit hold rating buy rating report tuesday december 4th .
15,they sell,morgan stanley set 45.00 price target shares ihs markit gave company sell rating report tuesday january 8th .
16,they sell,finally zacks investment research cut shares ihs markit hold rating sell rating report friday january 11th .
17,they sell,"news evp jonathan gear sold 15,587 shares firm stock transaction dated monday february 11th ."
18,they sell,"stock sold average price 52.51 total value 818,473.37 ."
19,they sell,"also cfo todd s. hyatt sold 7,942 shares ihs markit stock transaction occurred tuesday february 5th ."
20,they sell,"shares sold average price 52.03 total value 413,222.26 ."
21,they sell,"insiders sold 82,450 shares company stock valued 4,297,355 last ninety days ."
22,they sell,remaining 13 divided 12 analyst rating buy strong buy 1 analysts advised investors desist buying ihs markit ltd. info shares sell already .
23,they buy,bidaskclub raised shares ihs markit hold rating buy rating research note tuesday december 4th .
24,they sell,zacks investment research raised shares ihs markit sell rating hold rating research note friday january 18th .
25,they sell,one analyst rated stock sell rating six issued hold rating eleven issued buy rating company stock .
26,they buy,company currently average rating buy consensus price target 57.93 .
27,they sell,"news evp jonathan gear sold 46,460 shares firm stock transaction occurred tuesday february 5th ."
28,they sell,"shares sold average price 52.03 total value 2,417,313.80 ."
29,they buy,"also director james a. rosenthal bought 1,000 shares business stock transaction dated friday december 28th ."
30,they sell,"insiders sold 82,450 shares company stock worth 4,297,355 last 90 days ."
31,they buy,"financial gravity companies inc. bought new stake ihs markit fourth quarter valued 27,000 ."
32,they buy,"sontag advisory llc bought new stake ihs markit fourth quarter valued 29,000 ."
33,they buy,"yorkbridge wealth partners llc bought new stake ihs markit fourth quarter valued 37,000 ."
34,they sell,"recommended story risk tolerance investment decisions viewcount type=c id=576344keyword ihs markit nasdaq info info business service ratings consensusratings:4,15 nasdaq info get free copy zacks research report ihs markit info information research offerings zacks investment research visit zacks.com gear jonathan evp cons mkts rscs trans sold 15,587 shares ihs markit ltd. nasdaq info exchange happened february 11th ."
35,they sell,"stock sold average price 52.51 per share amounting transaction worth 818,473 ."
36,they sell,"additionally evp cfo hyatt todd s. sold 7,942 shares stock transaction took place february 5th ."
37,they sell,"stock sold average price 52.03 per share total exchange amounting 413,222 ."
38,they buy,stock increased value 3.13 last 7-day period experienced gain 26.98 past 30-day period .
39,they buy,according composite indicator trendspotter rated etsy stock buy .
40,they buy,"short-term etsy inc. etsy 20-day average volume 4,801,355 shares short-term indicators sets etsy stock 60 buy average basis ."
41,they buy,"medium-term etsy stock 50-day average volume 3,376,536 shares medium-term indicators gave average rating 25 buy long-term period fb stock 100-day average volume 3,146,555 shares ."
42,they buy,average long-term indicators rated stock 100 buy .
43,they buy,overall picture short medium long-term indicators sets etsy stock 64 buy average basis .
44,they buy,"finally gamco investors inc. et al bought new stake ihs markit 3rd quarter valued 588,000 ."
45,they sell,"news insider michael m. easton sold 12,461 shares firm stock transaction dated tuesday february 5th ."
46,they sell,"stock sold average price 52.03 total transaction 648,345.83 ."
47,they sell,"also evp jonathan gear sold 46,460 shares firm stock transaction dated tuesday february 5th ."
48,they sell,"shares sold average price 52.03 total value 2,417,313.80 ."
49,they sell,"insiders sold total 82,450 shares company stock valued 4,297,355 last quarter ."
50,they buy,bidaskclub raised ihs markit hold rating buy rating research report tuesday december 4th .
51,they sell,zacks investment research upgraded ihs markit sell rating hold rating report friday january 18th .
52,they buy,ubs group increased price objective ihs markit 53.00 56.00 gave company neutral rating report tuesday march 12th .
53,they sell,one analyst rated stock sell rating six issued hold rating eleven assigned buy rating stock .
54,they buy,stock presently consensus rating buy consensus target price 58.13 .
55,they sell,12 13 analysts rated buy strong buy 1 advised investors desist buying stock sell already possess .
56,they sell,12 13 analysts rated buy strong buy 1 advised investors desist buying stock sell already possess .
57,they sell,0.55 rally might tempting investor buy point fact would prove good idea sell-side analysts think almost 25.02 gain yet come shareholders .
58,they buy,current time stock 12 buy 5 hold ratings .
