,0,1
0,Market Cap (intraday) 5,332.76B
1,Enterprise Value 3,-123.45B
2,Trailing P/E ,12.42
3,Forward P/E 1,9.94
4,PEG Ratio (5 yr expected) 1,1.08
5,Price/Sales (ttm),3.27
6,Price/Book (mrq),1.44
7,Enterprise Value/Revenue 3,-1.21
8,Enterprise Value/EBITDA 6,N/A
,0,1
0,Fiscal Year Ends ,"Dec 31, 2017"
1,Most Recent Quarter (mrq),"Sep 30, 2018"
,0,1
0,Profit Margin ,29.15%
1,Operating Margin (ttm),39.40%
,0,1
0,Return on Assets (ttm),1.15%
1,Return on Equity (ttm),11.46%
,0,1
0,Revenue (ttm),101.66B
1,Revenue Per Share (ttm),29.59
2,Quarterly Revenue Growth (yoy),9.10%
3,Gross Profit (ttm),93.69B
4,EBITDA ,N/A
5,Net Income Avi to Common (ttm),27.85B
6,Diluted EPS (ttm),8.06
7,Quarterly Earnings Growth (yoy),24.50%
,0,1
0,Total Cash (mrq),1.06T
1,Total Cash Per Share (mrq),317.79
2,Total Debt (mrq),583.46B
3,Total Debt/Equity (mrq),N/A
4,Current Ratio (mrq),N/A
5,Book Value Per Share (mrq),69.53
,0,1
0,Operating Cash Flow (ttm),34.65B
1,Levered Free Cash Flow (ttm),N/A
,0,1
0,Beta (3Y Monthly) ,1.13
1,52-Week Change 3,-7.78%
2,S&P500 52-Week Change 3,-6.43%
3,52 Week High 3,119.33
4,52 Week Low 3,91.11
5,50-Day Moving Average 3,102.48
6,200-Day Moving Average 3,109.46
,0,1
0,Avg Vol (3 month) 3,18M
1,Avg Vol (10 day) 3,15.19M
2,Shares Outstanding 5,3.32B
3,Float ,3.26B
4,% Held by Insiders 1,0.77%
5,% Held by Institutions 1,75.15%
6,"Shares Short (Nov 30, 2018) 4",20.2M
7,"Short Ratio (Nov 30, 2018) 4",1.44
8,"Short % of Float (Nov 30, 2018) 4",0.60%
9,"Short % of Shares Outstanding (Nov 30, 2018) 4",0.61%
10,"Shares Short (prior month Oct 31, 2018) 4",22.17M
,0,1
0,Forward Annual Dividend Rate 4,3.2
1,Forward Annual Dividend Yield 4,3.30%
2,Trailing Annual Dividend Rate 3,2.48
3,Trailing Annual Dividend Yield 3,2.47%
4,5 Year Average Dividend Yield 4,2.40
5,Payout Ratio 4,30.66%
6,Dividend Date 3,"Jan 31, 2019"
7,Ex-Dividend Date 4,"Oct 4, 2018"
8,Last Split Factor (new per old) 2,2/3
9,Last Split Date 3,"Jun 12, 2000"
