,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"7,531,000","7,709,000","7,515,000","7,493,000"
2,Cost of Revenue,"4,858,000","4,669,000","4,576,000","4,592,000"
3,Gross Profit,"2,673,000","3,040,000","2,939,000","2,901,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"1,359,000","1,681,000","1,638,000","1,616,000"
7,Non Recurring,-,-,-,-
8,Others,"-5,000","1,000","-1,000","-1,000"
9,Total Operating Expenses,"6,302,000","6,425,000","6,285,000","6,289,000"
10,Operating Income or Loss,"1,229,000","1,284,000","1,230,000","1,204,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-259,000","-219,000","-105,000","-78,000"
13,Earnings Before Interest and Taxes,"1,229,000","1,284,000","1,230,000","1,204,000"
14,Interest Expense,"-167,000","-153,000","-144,000","-154,000"
15,Income Before Tax,"970,000","1,065,000","1,125,000","1,126,000"
16,Income Tax Expense,"182,000","241,000","429,000","373,000"
17,Minority Interest,"128,000","114,000","109,000","99,000"
18,Net Income From Continuing Ops,"788,000","824,000","696,000","753,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"736,000","772,000","645,000","709,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"733,000","769,000","642,000","706,000"
