,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"79,139,000","79,919,000","81,741,000","92,793,000"
2,Cost of Revenue,"42,912,000","41,624,000","41,057,000","46,386,000"
3,Gross Profit,"36,227,000","38,295,000","40,684,000","46,407,000"
4,Operating Expenses,,,,
5,Research Development,"5,787,000","5,751,000","5,247,000","5,437,000"
6,Selling General and Administrative,"19,986,000","19,977,000","19,589,000","21,549,000"
7,Non Recurring,-,-,-,-
8,Others,"-1,466,000","-1,604,000","-669,000","-708,000"
9,Total Operating Expenses,"67,241,000","65,748,000","65,224,000","72,664,000"
10,Operating Income or Loss,"11,898,000","14,171,000","16,517,000","20,129,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-528,000","-1,841,000","-572,000","-144,000"
13,Earnings Before Interest and Taxes,"11,898,000","14,171,000","16,517,000","20,129,000"
14,Interest Expense,"-615,000","-630,000","-468,000","-484,000"
15,Income Before Tax,"11,400,000","12,330,000","15,945,000","19,985,000"
16,Income Tax Expense,"5,642,000","449,000","2,581,000","4,234,000"
17,Minority Interest,"131,000","146,000","162,000","146,000"
18,Net Income From Continuing Ops,"5,758,000","11,881,000","13,364,000","15,751,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,"-5,000","-9,000","-174,000","-3,729,000"
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"5,753,000","11,872,000","13,190,000","12,022,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"5,753,000","11,872,000","13,190,000","12,022,000"
