,assoc,values
0,they sell,large investors also recently bought sold shares company .
1,they buy,boston partners increased stake shares eaton 5.3 second quarter .
2,they buy,bank new york mellon corp increased stake shares eaton 10.9 second quarter .
3,they buy,fmr llc increased position eaton 13.2 2nd quarter .
4,they buy,finally dimensional fund advisors lp increased position eaton 0.5 2nd quarter .
5,they sell,"related news insider ken d. semelsberger sold 11,500 shares company stock transaction thursday september 13th ."
6,they sell,"shares sold average price 86.57 total transaction 995,555.00 ."
7,they sell,"also director deborah l. mccoy sold 3,000 shares business stock transaction thursday september 6th ."
8,they sell,"stock sold average price 84.55 total transaction 253,650.00 ."
9,they sell,"last 90 days insiders sold 55,000 shares company stock valued 4,617,645 ."
10,they sell,several institutional investors hedge funds also recently bought sold shares etn .
11,they buy,"first american bank bought new position shares eaton 3rd quarter valued 2,980,000 ."
12,they buy,"ronna sue cohen bought new position shares eaton 3rd quarter valued 3,132,000 ."
13,they sell,"news insider ken d. semelsberger sold 11,500 shares eaton stock transaction thursday september 13th ."
14,they sell,"stock sold average price 86.57 total transaction 995,555.00 ."
15,they sell,"also insider richard h. fearon sold 25,000 shares eaton stock transaction wednesday september 5th ."
16,they sell,"stock sold average price 83.29 total value 2,082,250.00 ."
17,they sell,"last ninety days insiders sold 55,000 shares company stock valued 4,617,645 ."
18,they sell,group sell-side analysts anticipate eaton co. plc post 5.37 eps current year .
19,they buy,wells fargo co reaffirmed buy rating shares eaton research note wednesday september 26th .
20,they buy,deutsche bank increased price target shares eaton 95.00 102.00 gave company buy rating research report friday september 28th .
21,they buy,ubs group upgraded shares eaton neutral rating buy rating increased price target company 91.00 100.00 research report friday september 21st .
22,they buy,finally med upgraded shares eaton hold rating buy rating set 86.00 target price stock report thursday july 12th .
23,they sell,two research analysts rated stock sell rating five issued hold rating fourteen assigned buy rating stock .
24,they buy,eaton presently average rating buy consensus price target 89.06 .
25,they buy,deutsche bank set 86.00 target price eaton gave stock buy rating research report thursday july 12th .
26,they buy,med raised eaton hold rating buy rating set 86.00 target price stock research report thursday july 12th .
27,they buy,zacks investment research raised eaton hold rating buy rating set 84.00 target price stock research report tuesday july 3rd .
28,they buy,wells fargo co set 92.00 target price eaton gave stock buy rating research report wednesday august 1st .
29,they buy,finally ubs group raised eaton neutral rating buy rating increased target price stock 91.00 100.00 research report friday september 21st .
30,they sell,two research analysts rated stock sell rating five assigned hold rating fourteen assigned buy rating company .
31,they buy,eaton currently consensus rating buy average price target 89.06 .
32,they sell,"news insider ken d. semelsberger sold 11,500 shares stock transaction thursday september 13th ."
33,they sell,"stock sold average price 86.57 total value 995,555.00 ."
34,they sell,"also director deborah l. mccoy sold 3,000 shares stock transaction thursday september 6th ."
35,they sell,"stock sold average price 84.55 total value 253,650.00 ."
36,they sell,"last three months insiders sold 55,000 shares company stock valued 4,617,645 ."
